Code Officiel du département;Nom Officiel du département;Nom Officiel Commune;Code B.Vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;Nom Prénom;Code Officiel Commune;Localisation;Nom du bureau;Code Officiel Région;Nom Officiel Région;Code Iso 3166-3 Zone
34;Hérault;Saint-Jean-de-Védas;0002;946;470;49,68;476;50,32;4;0,42;0,84;1;0,11;0,21;471;49,79;98,95;2;LDVC;F;GUIRAUD;Isabelle;L'AVENIR NOUS RASSEMBLE;197;20,82;41,83;GUIRAUD Isabelle;34270;43.574601, 3.831098;MAISON DES ASSOCIATIONS;76;Occitanie;FXX
34;Hérault;Agde;0014;1139;679;59,61;460;40,39;6;0,53;1,30;4;0,35;0,87;450;39,51;97,83;2;LRN;M;COUSIN;Jean Louis;RASSEMBLEMENT AGATHOIS;50;4,39;11,11;COUSIN Jean Louis;34003;43.279375, 3.501956;CENTRE NAUTIQUE;76;Occitanie;FXX
34;Hérault;Rosis;0001;274;117;42,70;157;57,30;17;6,20;10,83;13;4,74;8,28;127;46,35;80,89;7;NC;M;DOMERGUE;Robert;;0;0,00;0,00;DOMERGUE Robert;34235;43.642614, 3.027909;MAIRIE;76;Occitanie;FXX
34;Hérault;Montpellier;0095;1455;1074;73,81;381;26,19;12;0,82;3,15;4;0,27;1,05;365;25,09;95,80;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;148;10,17;40,55;DELAFOSSE Michaël;34172;43.638217, 3.819689;ECOLE MATERNELLE AVERROES;76;Occitanie;FXX
34;Hérault;Sète;0005;1090;512;46,97;578;53,03;3;0,28;0,52;12;1,10;2,08;563;51,65;97,40;7;LDVD;M;COMMEINHES;François;Liste de rassemblement Républicain : Sète comme au premier jour;269;24,68;47,78;COMMEINHES François;34301;43.407114, 3.686958;MEDIATHEQUE FRANCOIS MITTERRAND II;76;Occitanie;FXX
34;Hérault;Lodève;0001;958;368;38,41;590;61,59;9;0,94;1,53;15;1,57;2,54;566;59,08;95,93;2;LDVG;F;LÉVÊQUE;Gaëlle;Pour Lodève, ensemble allons plus loin;221;23,07;39,05;LÉVÊQUE Gaëlle;34142;43.732419, 3.317238;SALLE DU PEUPLE;76;Occitanie;FXX
34;Hérault;Montpellier;0097;1027;605;58,91;422;41,09;14;1,36;3,32;5;0,49;1,18;403;39,24;95,50;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;112;10,91;27,79;SAUREL Philippe;34172;43.610159, 3.868581;ECOLE ELEMENT.AUGUSTE COMTE;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;18;NC;M;SALVON;Ludovic;;0;0,00;0,00;SALVON Ludovic;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Lacoste;0001;243;65;26,75;178;73,25;2;0,82;1,12;2;0,82;1,12;174;71,60;97,75;22;NC;F;MOLINIER;Monique;;85;34,98;48,85;MOLINIER Monique;34124;45.054024, 1.149164;MAIRIE;76;Occitanie;FXX
34;Hérault;Montpellier;0027;1319;832;63,08;487;36,92;16;1,21;3,29;8;0,61;1,64;463;35,10;95,07;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;222;16,83;47,95;DELAFOSSE Michaël;34172;43.626243, 3.879302;ECOLE ELEMENT.SIGMUND FREUD;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;13;NC;F;LORTHIOIR;Valérie;;225;44,91;55,69;LORTHIOIR Valérie;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Lunel;0009;1228;691;56,27;537;43,73;5;0,41;0,93;7;0,57;1,30;525;42,75;97,77;2;LDVD;M;ARNAUD;Claude;BIEN VIVRE À LUNEL;211;17,18;40,19;ARNAUD Claude;34145;43.674405, 4.134728;SALLE FOLQUET;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;27;NC;F;BENOIT;Delphine;;233;34,01;47,94;BENOIT Delphine;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Montpellier;0109;1319;922;69,90;397;30,10;18;1,36;4,53;10;0,76;2,52;369;27,98;92,95;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;57;4,32;15,45;ALTRAD Mohed;34172;43.617668, 3.838911;ECOLE MATERNELLE GENEVIEVE BON;76;Occitanie;FXX
34;Hérault;Montpellier;0132;605;374;61,82;231;38,18;6;0,99;2,60;3;0,50;1,30;222;36,69;96,10;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;34;5,62;15,32;ALTRAD Mohed;34172;43.605353, 3.879102;MAISON DE LA DEMOCRATIE;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;10;NC;M;MAUSSIERE;Alain;;248;36,20;51,03;MAUSSIERE Alain;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Vacquières;0001;533;262;49,16;271;50,84;1;0,19;0,37;1;0,19;0,37;269;50,47;99,26;19;NC;F;ULL;Stéphanie;;0;0,00;0,00;ULL Stéphanie;34318;43.673195, 3.478175;Bureau unique;76;Occitanie;FXX
34;Hérault;Montpellier;0061;996;624;62,65;372;37,35;14;1,41;3,76;0;0,00;0,00;358;35,94;96,24;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;120;12,05;33,52;SAUREL Philippe;34172;43.588541, 3.864754;ECOLE MAT.ALIENOR D'AQUITAINE;76;Occitanie;FXX
34;Hérault;Montpellier;0122;1598;1036;64,83;562;35,17;19;1,19;3,38;6;0,38;1,07;537;33,60;95,55;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;181;11,33;33,71;SAUREL Philippe;34172;43.604338, 3.90765;ECOLE PRIM. M. DE L HOSPITAL;76;Occitanie;FXX
34;Hérault;Poussan;0003;1336;611;45,73;725;54,27;10;0,75;1,38;9;0,67;1,24;706;52,84;97,38;3;LDVG;F;SANCHEZ;Florence;POUSSAN UN NOUVEL ART DE VIVRE;394;29,49;55,81;SANCHEZ Florence;34213;43.490867, 3.670485;ECOLE V. HEBERT;76;Occitanie;FXX
34;Hérault;Cabrerolles;0001;315;30;9,52;285;90,48;0;0,00;0,00;2;0,63;0,70;283;89,84;99,30;7;NC;M;ANDRIEU;Olivier;;160;50,79;56,54;ANDRIEU Olivier;34044;;;76;Occitanie;FXX
34;Hérault;Clermont-l'Hérault;0004;1182;600;50,76;582;49,24;6;0,51;1,03;6;0,51;1,03;570;48,22;97,94;3;LDVG;F;PASSIEUX;Marie;Clermontais.es une équipe à vos côtés;207;17,51;36,32;PASSIEUX Marie;34079;43.630085, 3.429377;4 - ECOLE J. ROSTAND - 34800 CLERMONT L'HERAULT;76;Occitanie;FXX
34;Hérault;Montpellier;0057;978;703;71,88;275;28,12;7;0,72;2,55;2;0,20;0,73;266;27,20;96,73;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;86;8,79;32,33;SAUREL Philippe;34172;43.592575, 3.868946;ECOLE ELEMENTAIRE GARIBALDI;76;Occitanie;FXX
34;Hérault;Cabrerolles;0001;315;30;9,52;285;90,48;0;0,00;0,00;2;0,63;0,70;283;89,84;99,30;24;NC;M;VILLANEUVA;Emmanuel;;1;0,32;0,35;VILLANEUVA Emmanuel;34044;;;76;Occitanie;FXX
34;Hérault;Bédarieux;0001;817;329;40,27;488;59,73;3;0,37;0,61;10;1,22;2,05;475;58,14;97,34;6;LDVG;M;BARSSE;Francis;2020 BEDARIEUX POUR VOUS;206;25,21;43,37;BARSSE Francis;34028;43.616, 3.160387;Mairie;76;Occitanie;FXX
34;Hérault;Cruzy;0001;794;155;19,52;639;80,48;5;0,63;0,78;9;1,13;1,41;625;78,72;97,81;2;NC;F;SOLA;Hedwige;;297;37,41;47,52;SOLA Hedwige;34092;43.354805, 2.941654;BUREAU DE LA MAIRIE;76;Occitanie;FXX
34;Hérault;Bédarieux;0005;741;319;43,05;422;56,95;4;0,54;0,95;2;0,27;0,47;416;56,14;98,58;3;LDIV;M;BENAZECH;Jacques;UNIS POUR BEDARIEUX;66;8,91;15,87;BENAZECH Jacques;34028;43.605292, 3.148507;Ecoparc Phoros;76;Occitanie;FXX
34;Hérault;Montpellier;0071;1037;567;54,68;470;45,32;17;1,64;3,62;7;0,68;1,49;446;43,01;94,89;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;112;10,80;25,11;SAUREL Philippe;34172;43.610476, 3.87048;ECOLE ELEMENTAIRE JEANNE D'ARC;76;Occitanie;FXX
34;Hérault;Cabrerolles;0001;315;30;9,52;285;90,48;0;0,00;0,00;2;0,63;0,70;283;89,84;99,30;22;NC;F;COMTE;Sophie;;0;0,00;0,00;COMTE Sophie;34044;;;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Minervois;0001;91;55;60,44;36;39,56;3;3,30;8,33;4;4,40;11,11;29;31,87;80,56;10;NC;F;CAYRE;Martine;;2;2,20;6,90;CAYRE Martine;34269;43.386234, 2.832665;Mairie;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;4;NC;F;BUCHAILLOT;Sandra;;241;35,18;49,59;BUCHAILLOT Sandra;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Montpellier;0010;1414;920;65,06;494;34,94;16;1,13;3,24;4;0,28;0,81;474;33,52;95,95;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;297;21,00;62,66;DELAFOSSE Michaël;34172;43.605907, 3.869729;ECOLE ELEMENTAIRE SEVIGNE;76;Occitanie;FXX
34;Hérault;Montpellier;0037;879;509;57,91;370;42,09;10;1,14;2,70;4;0,46;1,08;356;40,50;96,22;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;136;15,47;38,20;SAUREL Philippe;34172;43.610343, 3.89858;ECOLE ELEMENT. PAUL PAINLEVE;76;Occitanie;FXX
34;Hérault;Sète;0012;1148;525;45,73;623;54,27;7;0,61;1,12;5;0,44;0,80;611;53,22;98,07;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;87;7,58;14,24;PACULL Sébastien;34301;43.407114, 3.686958;GYMNASE VINCENT FERRARI II;76;Occitanie;FXX
34;Hérault;Clermont-l'Hérault;0005;1168;437;37,41;731;62,59;3;0,26;0,41;7;0,60;0,96;721;61,73;98,63;4;LDIV;M;RUIZ;Salvador;CONSTRUIRE CLERMONT;197;16,87;27,32;RUIZ Salvador;34079;43.630085, 3.429377;5 - ECOLE JULES VERNE - 34800 CLERMONT L'HERAULT;76;Occitanie;FXX
34;Hérault;Montpellier;0040;791;570;72,06;221;27,94;8;1,01;3,62;2;0,25;0,90;211;26,68;95,48;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;88;11,13;41,71;DELAFOSSE Michaël;34172;43.604919, 3.885781;ECOLE ELEMENTAIRE JULES SIMON;76;Occitanie;FXX
34;Hérault;Sète;0028;929;498;53,61;431;46,39;4;0,43;0,93;8;0,86;1,86;419;45,10;97,22;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;65;7,00;15,51;PACULL Sébastien;34301;43.408478, 3.68223;SALLE VICTOR MEYER - LA PIERRERIE;76;Occitanie;FXX
34;Hérault;Montpellier;0066;1022;813;79,55;209;20,45;5;0,49;2,39;1;0,10;0,48;203;19,86;97,13;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;78;7,63;38,42;DELAFOSSE Michaël;34172;43.619674, 3.842462;ECOLE ELEMENTAIRE JULIE DAUBIE;76;Occitanie;FXX
34;Hérault;Villeneuve-lès-Béziers;0001;1089;455;41,78;634;58,22;18;1,65;2,84;0;0,00;0,00;616;56,57;97,16;4;LECO;M;SOLANS;Fabrice;Perspectives 2020-2026;349;32,05;56,66;SOLANS Fabrice;34336;43.316526, 3.281077;MAIRIE CONSEIL MUNICIPAL;76;Occitanie;FXX
34;Hérault;Ferrals-les-Montagnes;0001;143;32;22,38;111;77,62;3;2,10;2,70;6;4,20;5,41;102;71,33;91,89;15;NC;M;SAYANOUANCHAN;Caroline;;0;0,00;0,00;SAYANOUANCHAN Caroline;34098;43.415316, 2.637714;Mairie FERRALS;76;Occitanie;FXX
34;Hérault;Sète;0017;1096;499;45,53;597;54,47;6;0,55;1,01;9;0,82;1,51;582;53,10;97,49;7;LDVD;M;COMMEINHES;François;Liste de rassemblement Républicain : Sète comme au premier jour;255;23,27;43,81;COMMEINHES François;34301;43.407114, 3.686958;ECOLE RENAISSANCE;76;Occitanie;FXX
34;Hérault;Montpellier;0032;931;632;67,88;299;32,12;5;0,54;1,67;2;0,21;0,67;292;31,36;97,66;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;152;16,33;52,05;DELAFOSSE Michaël;34172;43.619104, 3.891048;ECOLE ELEMENTAIRE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Lodève;0003;982;365;37,17;617;62,83;22;2,24;3,57;12;1,22;1,94;583;59,37;94,49;2;LDVG;F;LÉVÊQUE;Gaëlle;Pour Lodève, ensemble allons plus loin;279;28,41;47,86;LÉVÊQUE Gaëlle;34142;43.732419, 3.317238;SALLE DES RECEPTIONS;76;Occitanie;FXX
34;Hérault;Mèze;0008;1043;416;39,88;627;60,12;9;0,86;1,44;13;1,25;2,07;605;58,01;96,49;3;LDIV;M;FRICOU;Henry;ENSEMBLE VERS 2026;252;24,16;41,65;FRICOU Henry;34157;43.428825, 3.604631;ECOLE GEORGES CLEMENCEAU;76;Occitanie;FXX
34;Hérault;Saint-Mathieu-de-Tréviers;0003;988;345;34,92;643;65,08;11;1,11;1,71;15;1,52;2,33;617;62,45;95,96;3;LDIV;M;TROCELLIER;Lionel;Nouveaux Défis Saint Mathieu de Tréviers;283;28,64;45,87;TROCELLIER Lionel;34276;43.768456, 3.864662;LE GALION;76;Occitanie;FXX
34;Hérault;Sète;0014;996;447;44,88;549;55,12;7;0,70;1,28;5;0,50;0,91;537;53,92;97,81;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;53;5,32;9,87;PACULL Sébastien;34301;43.396208, 3.669161;ECOLE LANGEVIN III (Maternelle);76;Occitanie;FXX
34;Hérault;Agde;0011;1034;539;52,13;495;47,87;3;0,29;0,61;9;0,87;1,82;483;46,71;97,58;5;LLR;M;D'ETTORE;Gilles;L'UNION AGATHOISE AVEC GILLES D'ETTORE;281;27,18;58,18;D'ETTORE Gilles;34003;43.303592, 3.491993;PALAIS DES SPORTS;76;Occitanie;FXX
34;Hérault;Prades-le-Lez;0002;1102;499;45,28;603;54,72;11;1,00;1,82;8;0,73;1,33;584;52,99;96,85;2;LDVG;M;LUSSERT;Jean-Marc;Agir ensemble naturellement;158;14,34;27,05;LUSSERT Jean-Marc;34217;43.697918, 3.864705;SALLE JACQUES BREL;76;Occitanie;FXX
34;Hérault;Montpellier;0122;1598;1036;64,83;562;35,17;19;1,19;3,38;6;0,38;1,07;537;33,60;95,55;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;230;14,39;42,83;DELAFOSSE Michaël;34172;43.604338, 3.90765;ECOLE PRIM. M. DE L HOSPITAL;76;Occitanie;FXX
34;Hérault;Cabrerolles;0001;315;30;9,52;285;90,48;0;0,00;0,00;2;0,63;0,70;283;89,84;99,30;14;NC;M;BONTEMPS;Olivier;;152;48,25;53,71;BONTEMPS Olivier;34044;;;76;Occitanie;FXX
34;Hérault;Lunel-Viel;0002;1489;572;38,42;917;61,58;18;1,21;1,96;11;0,74;1,20;888;59,64;96,84;2;LDIV;M;FENOY;Fabrice;Lunel-Viel, un Nouvel Élan;468;31,43;52,70;FENOY Fabrice;34146;43.675579, 4.090756;Bureau N° 02 - SALLE BRASSENS;76;Occitanie;FXX
34;Hérault;Mèze;0007;1185;435;36,71;750;63,29;7;0,59;0,93;5;0,42;0,67;738;62,28;98,40;2;LDVC;M;BAËZA;Thierry;AGIR POUR MEZE AUTOUR DE THIERRY BAËZA;338;28,52;45,80;BAËZA Thierry;34157;43.42174, 3.59419;SALLE DE NAUCELLE;76;Occitanie;FXX
34;Hérault;Sète;0008;1008;387;38,39;621;61,61;17;1,69;2,74;8;0,79;1,29;596;59,13;95,97;4;LUG;F;CALUEBA;Véronique;ENSEMBLE POUR SÈTE!;157;15,58;26,34;CALUEBA Véronique;34301;43.396208, 3.669161;ECOLE LANGEVIN I (Primaire);76;Occitanie;FXX
34;Hérault;Vacquières;0001;533;262;49,16;271;50,84;1;0,19;0,37;1;0,19;0,37;269;50,47;99,26;18;NC;M;PÉREZ;Gérard;;141;26,45;52,42;PÉREZ Gérard;34318;43.673195, 3.478175;Bureau unique;76;Occitanie;FXX
34;Hérault;Lunel;0013;1155;584;50,56;571;49,44;5;0,43;0,88;6;0,52;1,05;560;48,48;98,07;1;LRN;F;PLANE;Julia;LUNEL SE RASSEMBLE;84;7,27;15,00;PLANE Julia;34145;43.688292, 4.138226;ECOLE LOUISE MICHEL;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0008;1135;604;53,22;531;46,78;8;0,70;1,51;2;0,18;0,38;521;45,90;98,12;2;LDVC;F;GUIRAUD;Isabelle;L'AVENIR NOUS RASSEMBLE;276;24,32;52,98;GUIRAUD Isabelle;34270;43.574601, 3.831098;GROUPE SCOLAIRE JEAN D'ORMESSON;76;Occitanie;FXX
34;Hérault;Castelnau-le-Lez;0002;992;677;68,25;315;31,75;4;0,40;1,27;8;0,81;2,54;303;30,54;96,19;2;LDVG;F;BORNE;Mathilde;Ensemble pour Castelnau;148;14,92;48,84;BORNE Mathilde;34057;43.632761, 3.900491;ECOLE ROSE DE FRANCE;76;Occitanie;FXX
34;Hérault;Montpellier;0028;1213;807;66,53;406;33,47;5;0,41;1,23;9;0,74;2,22;392;32,32;96,55;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;149;12,28;38,01;SAUREL Philippe;34172;43.626243, 3.879302;ECOLE ELEMENT.SIGMUND FREUD;76;Occitanie;FXX
34;Hérault;Montpellier;0033;1008;576;57,14;432;42,86;10;0,99;2,31;4;0,40;0,93;418;41,47;96,76;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;112;11,11;26,79;SAUREL Philippe;34172;43.619104, 3.891048;ECOLE ELEMENTAIRE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Sète;0022;904;474;52,43;430;47,57;9;1,00;2,09;2;0,22;0,47;419;46,35;97,44;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;50;5,53;11,93;PACULL Sébastien;34301;43.408119, 3.679641;ECOLE EUGENIE COTTON;76;Occitanie;FXX
34;Hérault;Montpellier;0052;1025;614;59,90;411;40,10;12;1,17;2,92;3;0,29;0,73;396;38,63;96,35;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;192;18,73;48,48;DELAFOSSE Michaël;34172;43.598011, 3.881864;ECOLE ELEMENTAIRE JACQUES BREL;76;Occitanie;FXX
34;Hérault;Sète;0008;1008;387;38,39;621;61,61;17;1,69;2,74;8;0,79;1,29;596;59,13;95,97;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;55;5,46;9,23;PACULL Sébastien;34301;43.396208, 3.669161;ECOLE LANGEVIN I (Primaire);76;Occitanie;FXX
34;Hérault;Azillanet;0001;342;107;31,29;235;68,71;3;0,88;1,28;3;0,88;1,28;229;66,96;97,45;4;NC;M;BARTHES;Alain;;0;0,00;0,00;BARTHES Alain;34020;43.322713, 2.737235;MAIRIE;76;Occitanie;FXX
34;Hérault;Montpellier;0087;1294;911;70,40;383;29,60;5;0,39;1,31;2;0,15;0,52;376;29,06;98,17;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;93;7,19;24,73;ALTRAD Mohed;34172;43.623653, 3.818562;ECOLE ELEMENT.ANTOINE BALARD;76;Occitanie;FXX
34;Hérault;Vélieux;0001;80;13;16,25;67;83,75;0;0,00;0,00;0;0,00;0,00;67;83,75;100,00;6;NC;F;BAÉZA;Anne-Marie;;0;0,00;0,00;BAÉZA Anne-Marie;34326;43.385478, 2.735016;MAIRIE;76;Occitanie;FXX
34;Hérault;Sète;0010;1258;623;49,52;635;50,48;7;0,56;1,10;3;0,24;0,47;625;49,68;98,43;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;69;5,48;11,04;PACULL Sébastien;34301;43.407114, 3.686958;ECOLE CONDORCET;76;Occitanie;FXX
34;Hérault;Cabrerolles;0001;315;30;9,52;285;90,48;0;0,00;0,00;2;0,63;0,70;283;89,84;99,30;6;NC;F;PORTELA;Stéphanie;;0;0,00;0,00;PORTELA Stéphanie;34044;;;76;Occitanie;FXX
34;Hérault;Montpellier;0049;873;612;70,10;261;29,90;5;0,57;1,92;5;0,57;1,92;251;28,75;96,17;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;105;12,03;41,83;DELAFOSSE Michaël;34172;43.591088, 3.887045;ECOLE MATERNELLE JEAN COCTEAU;76;Occitanie;FXX
34;Hérault;Sète;0011;1075;466;43,35;609;56,65;8;0,74;1,31;6;0,56;0,99;595;55,35;97,70;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;39;3,63;6,55;PACULL Sébastien;34301;43.407114, 3.686958;RESTAURANT SCOLAIRE PAUL BERT II;76;Occitanie;FXX
34;Hérault;Montpellier;0058;909;600;66,01;309;33,99;11;1,21;3,56;0;0,00;0,00;298;32,78;96,44;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;133;14,63;44,63;DELAFOSSE Michaël;34172;43.592575, 3.868946;ECOLE ELEMENTAIRE GARIBALDI;76;Occitanie;FXX
34;Hérault;Saint-André-de-Sangonis;0003;1447;731;50,52;716;49,48;10;0,69;1,40;8;0,55;1,12;698;48,24;97,49;2;LDIV;M;MONACO;Alexandre;SAINT ANDRÉ S'ÉVEILLE;132;9,12;18,91;MONACO Alexandre;34239;43.651341, 3.503949;Salle 5 - Ecole Roger Gaubil;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;7;NC;M;NOUVEL;Laurent;;237;34,60;48,77;NOUVEL Laurent;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Lacoste;0001;243;65;26,75;178;73,25;2;0,82;1,12;2;0,82;1,12;174;71,60;97,75;4;NC;M;MASSOL;Philippe;;0;0,00;0,00;MASSOL Philippe;34124;45.054024, 1.149164;MAIRIE;76;Occitanie;FXX
34;Hérault;Lunel;0015;1111;656;59,05;455;40,95;3;0,27;0,66;3;0,27;0,66;449;40,41;98,68;1;LRN;F;PLANE;Julia;LUNEL SE RASSEMBLE;70;6,30;15,59;PLANE Julia;34145;43.674405, 4.134728;SALLE JEAN VALES;76;Occitanie;FXX
34;Hérault;Vacquières;0001;533;262;49,16;271;50,84;1;0,19;0,37;1;0,19;0,37;269;50,47;99,26;20;NC;M;BURATO;Julien;;0;0,00;0,00;BURATO Julien;34318;43.673195, 3.478175;Bureau unique;76;Occitanie;FXX
34;Hérault;Frontignan;0018;955;506;52,98;449;47,02;11;1,15;2,45;6;0,63;1,34;432;45,24;96,21;4;LDVG;M;ARROUY;Michel;passion Frontignan la Peyrade;239;25,03;55,32;ARROUY Michel;34108;43.427625, 3.727012;18 - Salle Bouvier-Donnat;76;Occitanie;FXX
34;Hérault;La Livinière;0001;418;173;41,39;245;58,61;4;0,96;1,63;8;1,91;3,27;233;55,74;95,10;27;NC;F;LEPAROUX;Stéphanie;;0;0,00;0,00;LEPAROUX Stéphanie;34141;43.315295, 2.637422;MAIRIE DE LA LIVINIERE;76;Occitanie;FXX
34;Hérault;Mauguio;0004;1221;742;60,77;479;39,23;5;0,41;1,04;5;0,41;1,04;469;38,41;97,91;1;LDVG;M;BOURREL;Yvon;Mauguio Carnon demain;241;19,74;51,39;BOURREL Yvon;34154;43.619589, 4.000647;JEAN MONNET -A-;76;Occitanie;FXX
34;Hérault;Montpellier;0005;753;482;64,01;271;35,99;4;0,53;1,48;2;0,27;0,74;265;35,19;97,79;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;46;6,11;17,36;ALTRAD Mohed;34172;43.609125, 3.88437;SALLE PAGEZY;76;Occitanie;FXX
34;Hérault;Montpellier;0076;522;388;74,33;134;25,67;4;0,77;2,99;7;1,34;5,22;123;23,56;91,79;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;28;5,36;22,76;ALTRAD Mohed;34172;43.605028, 3.857863;ECOLE ELEMENT.FREDERIC BAZILLE;76;Occitanie;FXX
34;Hérault;Neffiès;0001;813;306;37,64;507;62,36;12;1,48;2,37;11;1,35;2,17;484;59,53;95,46;3;LNC;M;ASTRUC;David;PARTAGEONS L'AVENIR DE NEFFIES;279;34,32;57,64;ASTRUC David;34181;43.53409, 3.332149;MAIRIE;76;Occitanie;FXX
34;Hérault;Montpellier;0010;1414;920;65,06;494;34,94;16;1,13;3,24;4;0,28;0,81;474;33,52;95,95;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;70;4,95;14,77;ALTRAD Mohed;34172;43.605907, 3.869729;ECOLE ELEMENTAIRE SEVIGNE;76;Occitanie;FXX
34;Hérault;Montpellier;0041;1523;983;64,54;540;35,46;10;0,66;1,85;16;1,05;2,96;514;33,75;95,19;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;71;4,66;13,81;ALTRAD Mohed;34172;43.604919, 3.885781;ECOLE ELEMENTAIRE JULES SIMON;76;Occitanie;FXX
34;Hérault;Sète;0018;1183;559;47,25;624;52,75;7;0,59;1,12;7;0,59;1,12;610;51,56;97,76;7;LDVD;M;COMMEINHES;François;Liste de rassemblement Républicain : Sète comme au premier jour;274;23,16;44,92;COMMEINHES François;34301;43.410007, 3.674174;ECOLE AGNES VARDA I;76;Occitanie;FXX
34;Hérault;Mèze;0006;994;364;36,62;630;63,38;6;0,60;0,95;6;0,60;0,95;618;62,17;98,10;2;LDVC;M;BAËZA;Thierry;AGIR POUR MEZE AUTOUR DE THIERRY BAËZA;264;26,56;42,72;BAËZA Thierry;34157;43.42174, 3.59419;ENSEMBLE SCOLAIRE JULES VERNE;76;Occitanie;FXX
34;Hérault;Montpellier;0002;1056;703;66,57;353;33,43;13;1,23;3,68;5;0,47;1,42;335;31,72;94,90;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;73;6,91;21,79;ALTRAD Mohed;34172;43.614486, 3.880266;ESPACE MARTIN LUTHER KING;76;Occitanie;FXX
