Date référence;Numéro commune;Nom commune;RSA ou PPA;Nombre foyers RSA_PPA;Nombre personnes RSA_PPA
2020-12;07327;UZER;RSA seul;15;15
2020-12;07332;VALVIGNERES;RSA seul;5;5
2020-12;07336;VERNON;RSA seul;5;15
2020-12;07340;VEYRAS;RSA seul;10;20
2020-12;07342;VILLEVOCANCE;RSA seul;10;25
2020-12;07344;VINZIEUX;RSA seul;0;0
2020-12;08006;ALLAND HUY ET SAUSSEUIL;RSA seul;5;5
2020-12;08013;ANGECOURT;RSA seul;5;10
2020-12;08016;AOUSTE;RSA seul;5;5
2020-12;08017;APREMONT;RSA seul;5;10
2020-12;08022;ARREUX;RSA seul;0;0
2020-12;08025;ATTIGNY;RSA seul;30;55
2020-12;08035;AUTRUCHE;RSA seul;0;0
2020-12;08037;AUVILLERS LES FORGES;RSA seul;20;55
2020-12;08040;LES AYVELLES;RSA seul;10;20
2020-12;08043;BALAN;RSA seul;40;55
2020-12;08044;BALHAM;RSA seul;0;0
2020-12;08053;BAZEILLES;RSA seul;40;65
2020-12;08062;BERTONCOURT;RSA seul;0;0
2020-12;08074;BOUCONVILLE;RSA seul;0;0
2020-12;08084;BRIENNE SUR AISNE;RSA seul;5;5
2020-12;08086;BRIQUENAY;RSA seul;5;5
2020-12;08087;BROGNON;RSA seul;0;0
2020-12;08089;BUZANCY;RSA seul;5;20
2020-12;08097;CHALLERANGE;RSA seul;5;5
2020-12;08098;CHAMPIGNEULLE;RSA seul;0;0
2020-12;08099;CHAMPIGNEUL SUR VENCE;RSA seul;0;0
2020-12;08107;CHATEAU PORCIEN;RSA seul;25;55
2020-12;08111;LE CHATELET SUR RETOURNE;RSA seul;5;10
2020-12;08116;BAIRON ET SES ENVIRONS;RSA seul;15;35
2020-12;08119;CHEVEUGES;RSA seul;5;5
2020-12;08121;CHILLY;RSA seul;0;0
2020-12;08125;CLIRON;RSA seul;0;0
2020-12;08133;COUCY;RSA seul;5;15
2020-12;08135;LA CROIX AUX BOIS;RSA seul;0;0
2020-12;08136;DAIGNY;RSA seul;5;5
2020-12;08137;DAMOUZY;RSA seul;5;10
2020-12;08144;DOUX;RSA seul;0;0
2020-12;08146;DRAIZE;RSA seul;0;0
2020-12;08164;FALAISE;RSA seul;0;0
2020-12;08167;LA FEREE;RSA seul;0;0
2020-12;08171;FLEVILLE;RSA seul;5;5
2020-12;08174;FLOING;RSA seul;35;70
2020-12;08185;FUMAY;RSA seul;145;270
2020-12;08190;GIVET;RSA seul;280;520
2020-12;08193;GIVRY;RSA seul;5;15
2020-12;08202;GUE D HOSSUS;RSA seul;10;15
2020-12;08203;GUIGNICOURT SUR VENCE;RSA seul;5;5
2020-12;08204;GUINCOURT;RSA seul;0;0
2020-12;08206;HAM LES MOINES;RSA seul;5;15
2020-12;08210;HANNOGNE SAINT REMY;RSA seul;5;5
2020-12;08214;HARGNIES;RSA seul;10;25
2020-12;08222;HAYBES;RSA seul;30;60
2020-12;08225;HERPY L ARLESIENNE;RSA seul;5;10
2020-12;08229;HOUDILCOURT;RSA seul;0;0
2020-12;08233;IMECOURT;RSA seul;0;0
2020-12;08235;ISSANCOURT ET RUMEL;RSA seul;5;5
2020-12;08239;JUNIVILLE;RSA seul;5;5
2020-12;08251;LEPRON LES VALLEES;RSA seul;0;0
2020-12;08257;LOGNY BOGNY;RSA seul;5;15
2020-12;08273;MARBY;RSA seul;0;0
2020-12;08281;MATTON ET CLEMENCY;RSA seul;5;10
2020-12;08284;LES MAZURES;RSA seul;10;25
2020-12;08295;MONDIGNY;RSA seul;5;5
2020-12;08297;MONTCORNET;RSA seul;5;5
2020-12;08303;MONTHOIS;RSA seul;5;10
2020-12;08310;MOURON;RSA seul;0;0
2020-12;08311;MOUZON;RSA seul;60;120
2020-12;08319;NEUVILLE LEZ BEAULIEU;RSA seul;0;0
2020-12;08320;LA NEUVILLE EN TOURNE A FUY;RSA seul;5;5
2020-12;08321;NEUVILLE DAY;RSA seul;0;0
2020-12;08326;NOUART;RSA seul;0;0
2020-12;08327;NOUVION SUR MEUSE;RSA seul;55;95
2020-12;08335;OMONT;RSA seul;0;0
2020-12;08338;PAUVRES;RSA seul;0;0
2020-12;08339;PERTHES;RSA seul;0;0
2020-12;08343;POURU SAINT REMY;RSA seul;20;50
2020-12;08344;PREZ;RSA seul;0;0
2020-12;08351;QUILLY;RSA seul;0;0
2020-12;08354;RAUCOURT ET FLABA;RSA seul;20;55
2020-12;08358;REMILLY LES POTHEES;RSA seul;0;0
2020-12;08369;LA ROMAGNE;RSA seul;5;5
2020-12;08373;RUMIGNY;RSA seul;10;30
2020-12;08376;SAILLY;RSA seul;0;0
2020-12;08377;SAINT AIGNAN;RSA seul;0;0
2020-12;08384;SAINT LAMBERT ET MONT DE JEUX;RSA seul;0;0
2020-12;08387;SAINT LOUP TERRIER;RSA seul;0;0
2020-12;08391;SAINT MENGES;RSA seul;30;80
2020-12;08393;SAINT PIERRE A ARNES;RSA seul;0;0
2020-12;08398;SAINTE VAUBOURG;RSA seul;0;0
2020-12;08406;SAVIGNY SUR AISNE;RSA seul;5;15
2020-12;08408;SECHEVAL;RSA seul;10;25
2020-12;08440;TARZY;RSA seul;5;10
2020-12;08448;THILAY;RSA seul;5;10
2020-12;14203;CRICQUEVILLE EN AUGE;RSA seul;0;0
2020-12;14220;DEAUVILLE;RSA seul;80;105
2020-12;14229;DOZULE;RSA seul;25;60
2020-12;14232;DUCY SAINTE MARGUERITE;RSA seul;0;0
2020-12;14242;EPRON;RSA seul;10;10
2020-12;14243;EQUEMAUVILLE;RSA seul;10;20
2020-12;14248;ESPINS;RSA seul;0;0
2020-12;14252;ESTREES LA CAMPAGNE;RSA seul;0;0
2020-12;14260;FAUGUERNON;RSA seul;0;0
2020-12;14270;FIRFOL;RSA seul;10;10
2020-12;14272;LA FOLIE;RSA seul;0;0
2020-12;14277;FONTENAY LE MARMION;RSA seul;10;20
2020-12;14278;FONTENAY LE PESNEL;RSA seul;5;5
2020-12;14280;FORMENTIN;RSA seul;5;5
2020-12;14282;FOULOGNES;RSA seul;0;0
2020-12;14289;FRESNE LA MERE;RSA seul;0;0
2020-12;14293;FUMICHON;RSA seul;5;10
2020-12;14299;GENNEVILLE;RSA seul;5;10
2020-12;14309;GOUVIX;RSA seul;5;20
2020-12;14310;GRAINVILLE LANGANNERIE;RSA seul;10;20
2020-12;14311;GRAINVILLE SUR ODON;RSA seul;5;10
2020-12;14320;GRIMBOSQ;RSA seul;0;0
2020-12;14327;HEROUVILLE SAINT CLAIR;RSA seul;745;1550
2020-12;14328;HEROUVILLETTE;RSA seul;5;10
2020-12;14329;HEULAND;RSA seul;5;5
2020-12;14332;LA HOGUETTE;RSA seul;5;15
2020-12;14334;L'HOTELLERIE;RSA seul;5;10
2020-12;14337;LA HOUBLONNIERE;RSA seul;0;0
2020-12;14338;HOULGATE;RSA seul;35;50
2020-12;14341;IFS;RSA seul;190;425
2020-12;14344;JANVILLE;RSA seul;0;0
2020-12;14355;PONTS SUR SEULLES;RSA seul;5;5
2020-12;14367;LISON;RSA seul;10;20
2020-12;14374;LES LOGES;RSA seul;0;0
2020-12;14380;LOUCELLES;RSA seul;0;0
2020-12;14381;LOUVAGNY;RSA seul;0;0
2020-12;14384;LUC SUR MER;RSA seul;35;50
2020-12;14397;MANDEVILLE EN BESSIN;RSA seul;0;0
2020-12;14398;MANERBE;RSA seul;5;25
2020-12;14399;MANNEVILLE LA PIPARD;RSA seul;0;0
2020-12;14408;MAY SUR ORNE;RSA seul;25;40
2020-12;14412;LE MESNIL AU GRAIN;RSA seul;0;0
2020-12;14437;MONDEVILLE;RSA seul;245;415
2020-12;14445;MONTFIQUET;RSA seul;0;0
2020-12;14449;MONTS EN BESSIN;RSA seul;5;5
2020-12;14452;MORTEAUX COULIBOEUF;RSA seul;0;0
2020-12;14458;LES MOUTIERS EN CINGLAIS;RSA seul;0;0
2020-12;14465;NONANT;RSA seul;0;0
2020-12;14466;NOROLLES;RSA seul;0;0
2020-12;14467;NORON L ABBAYE;RSA seul;5;5
2020-12;14478;ORBEC;RSA seul;70;150
2020-12;14482;OUEZY;RSA seul;0;0
2020-12;14484;OUILLY DU HOULEY;RSA seul;0;0
2020-12;08452;THUGNY TRUGNY;RSA seul;0;0
2020-12;08455;TOURCELLES CHAUMONT;RSA seul;0;0
2020-12;08457;TOURNES;RSA seul;15;25
2020-12;08458;TOURTERON;RSA seul;5;5
2020-12;08459;TREMBLOIS LES CARIGNAN;RSA seul;0;0
2020-12;08461;VANDY;RSA seul;0;0
2020-12;08472;VIEL SAINT REMY;RSA seul;0;0
2020-12;08473;VIEUX LES ASFELD;RSA seul;0;0
2020-12;08477;VILLERS DEVANT MOUZON;RSA seul;0;0
2020-12;08479;VILLERS LE TOURNEUR;RSA seul;0;0
2020-12;08485;VILLY;RSA seul;0;0
2020-12;08487;VIREUX WALLERAND;RSA seul;40;65
2020-12;08494;WADELINCOURT;RSA seul;5;10
2020-12;08499;WASIGNY;RSA seul;5;10
2020-12;09001;AIGUES JUNTES;RSA seul;0;0
2020-12;09007;ALLIERES;RSA seul;0;0
2020-12;09009;ALZEN;RSA seul;20;40
2020-12;09018;ARROUT;RSA seul;0;0
2020-12;09023;ASCOU;RSA seul;5;5
2020-12;09024;ASTON;RSA seul;0;0
2020-12;09029;AULUS LES BAINS;RSA seul;5;5
2020-12;09035;BALAGUERES;RSA seul;5;5
2020-12;09040;LA BASTIDE DE LORDAT;RSA seul;10;15
2020-12;09046;BEDEILLE;RSA seul;0;0
2020-12;09047;BELESTA;RSA seul;40;75
2020-12;09056;BEZAC;RSA seul;5;10
2020-12;09057;BIERT;RSA seul;20;25
2020-12;09061;LES BORDES SUR ARIZE;RSA seul;40;65
2020-12;09062;BORDES UCHENTEIN;RSA seul;10;15
2020-12;09067;BRIE;RSA seul;5;5
2020-12;09069;BUZAN;RSA seul;5;5
2020-12;09071;CADARCET;RSA seul;5;10
2020-12;09072;CALZAN;RSA seul;0;0
2020-12;09074;CAMON;RSA seul;10;15
2020-12;09075;CAMPAGNE SUR ARIZE;RSA seul;20;40
2020-12;09076;CANTE;RSA seul;5;5
2020-12;09093;CELLES;RSA seul;5;5
2020-12;09095;CESCAU;RSA seul;5;5
2020-12;09113;ERCE;RSA seul;30;50
2020-12;09118;ESPLAS DE SEROU;RSA seul;10;20
2020-12;09121;FERRIERES SUR ARIEGE;RSA seul;10;20
2020-12;09130;GANAC;RSA seul;15;15
2020-12;09136;GOURBIT;RSA seul;5;5
2020-12;09138;L'HERM;RSA seul;5;10
2020-12;09141;ILLARTEIN;RSA seul;5;15
2020-12;09148;LACAVE;RSA seul;5;10
2020-12;09150;LAGARDE;RSA seul;5;10
2020-12;09151;LANOUX;RSA seul;0;0
2020-12;07129;LAMASTRE;RSA seul;40;60
2020-12;07133;LARNAS;RSA seul;5;10
2020-12;07134;LAURAC EN VIVARAIS;RSA seul;10;20
2020-12;07140;LEMPS;RSA seul;5;5
2020-12;07143;LIMONY;RSA seul;5;5
2020-12;07146;LYAS;RSA seul;5;5
2020-12;07153;MAYRES;RSA seul;5;10
2020-12;07155;MERCUER;RSA seul;5;15
2020-12;07161;MONTPEZAT SOUS BAUZON;RSA seul;20;35
2020-12;07165;BELSENTES;RSA seul;5;5
2020-12;07174;PEYRAUD;RSA seul;5;10
2020-12;07175;LE PLAGNAL;RSA seul;0;0
2020-12;07182;PRADES;RSA seul;10;15
2020-12;07183;PRADONS;RSA seul;5;15
2020-12;07188;QUINTENAS;RSA seul;10;20
2020-12;07190;ROCHECOLOMBE;RSA seul;0;0
2020-12;07196;ROCLES;RSA seul;5;15
2020-12;07197;ROIFFIEUX;RSA seul;15;25
2020-12;07199;ROSIERES;RSA seul;35;45
2020-12;07201;RUOMS;RSA seul;30;50
2020-12;07202;SABLIERES;RSA seul;5;10
2020-12;07213;SAINT ANDRE LACHAMP;RSA seul;10;10
2020-12;07216;SAINT BARTHELEMY GROZON;RSA seul;5;10
2020-12;07217;SAINT BARTHELEMY LE PLAIN;RSA seul;5;5
2020-12;07219;SAINT BAUZILE;RSA seul;0;0
2020-12;07221;SAINT CIERGE LA SERRE;RSA seul;5;10
2020-12;07223;SAINT CIRGUES DE PRADES;RSA seul;0;0
2020-12;07224;SAINT CIRGUES EN MONTAGNE;RSA seul;5;15
2020-12;07231;SAINT ETIENNE DE FONTBELLON;RSA seul;40;60
2020-12;07236;SAINT FELICIEN;RSA seul;15;25
2020-12;07240;SAINT GEORGES LES BAINS;RSA seul;10;15
2020-12;07244;SAINT JEAN CHAMBRE;RSA seul;5;10
2020-12;07248;SAINT JEAN ROURE;RSA seul;0;0
2020-12;07249;SAINT JEURE D ANDAURE;RSA seul;5;5
2020-12;07253;SAINT JULIEN DU GUA;RSA seul;0;0
2020-12;07255;SAINT JULIEN EN SAINT ALBAN;RSA seul;10;20
2020-12;07259;SAINT JUST D ARDECHE;RSA seul;25;40
2020-12;07260;SAINT LAGER BRESSAC;RSA seul;5;10
2020-12;07262;SAINT LAURENT LES BAINS LAVAL D AURELLE;RSA seul;0;0
2020-12;07264;SAINT MARCEL D ARDECHE;RSA seul;35;55
2020-12;07266;SAINTE MARGUERITE LAFIGERE;RSA seul;5;5
2020-12;07279;SAINT MONTAN;RSA seul;10;20
2020-12;07288;SAINT PRIEST;RSA seul;5;10
2020-12;07291;SAINT REMEZE;RSA seul;10;15
2020-12;07292;SAINT ROMAIN D AY;RSA seul;5;10
2020-12;07294;SAINT SAUVEUR DE CRUZIERES;RSA seul;10;15
2020-12;07297;SAINT SYLVESTRE;RSA seul;0;0
2020-12;07300;SAINT THOME;RSA seul;5;10
2020-12;07306;SAMPZON;RSA seul;5;5
2020-12;07310;SAVAS;RSA seul;0;0
2020-12;07311;SCEAUTRES;RSA seul;0;0
2020-12;07314;SILHAC;RSA seul;5;10
2020-12;11047;LE BOUSQUET;RSA seul;0;0
2020-12;11052;BROUSSES ET VILLARET;RSA seul;10;15
2020-12;11053;BRUGAIROLLES;RSA seul;5;5
2020-12;11054;LES BRUNELS;RSA seul;5;10
2020-12;11059;CAILHAVEL;RSA seul;0;0
2020-12;11064;CAMPLONG D AUDE;RSA seul;5;5
2020-12;11067;CANET;RSA seul;30;60
2020-12;11070;CARLIPA;RSA seul;5;10
2020-12;11071;CASCASTEL DES CORBIERES;RSA seul;0;0
2020-12;11074;LES CASSES;RSA seul;5;5
2020-12;11081;CAUNES MINERVOIS;RSA seul;65;120
2020-12;11083;CAUNETTES EN VAL;RSA seul;5;5
2020-12;11087;CAZALRENOUX;RSA seul;5;5
2020-12;11091;CHALABRE;RSA seul;45;80
2020-12;11092;CITOU;RSA seul;5;15
2020-12;11101;COUDONS;RSA seul;0;0
2020-12;11102;COUFFOULENS;RSA seul;10;15
2020-12;11103;COUIZA;RSA seul;40;110
2020-12;11104;COUNOZOULS;RSA seul;0;0
2020-12;11109;COUSTAUSSA;RSA seul;5;5
2020-12;11117;DAVEJEAN;RSA seul;10;10
2020-12;11121;DONAZAC;RSA seul;0;0
2020-12;11124;DURBAN CORBIERES;RSA seul;10;20
2020-12;11125;EMBRES ET CASTELMAURE;RSA seul;0;0
2020-12;11126;ESCALES;RSA seul;15;25
2020-12;11129;ESPERAZA;RSA seul;110;195
2020-12;11133;FAJAC EN VAL;RSA seul;0;0
2020-12;11137;FELINES TERMENES;RSA seul;5;20
2020-12;11138;FENDEILLE;RSA seul;5;10
2020-12;11140;FERRALS LES CORBIERES;RSA seul;35;75
2020-12;11144;FITOU;RSA seul;40;55
2020-12;11145;FLEURY;RSA seul;120;185
2020-12;11148;FONTCOUVERTE;RSA seul;15;25
2020-12;11150;FONTIERS CABARDES;RSA seul;15;20
2020-12;11151;FONTIES D AUDE;RSA seul;10;20
2020-12;11152;FONTJONCOUSE;RSA seul;5;10
2020-12;11155;FOURTOU;RSA seul;5;10
2020-12;11156;FRAISSE CABARDES;RSA seul;5;5
2020-12;11159;GAJA LA SELVE;RSA seul;5;5
2020-12;11160;GALINAGUES;RSA seul;5;10
2020-12;11162;GENERVILLE;RSA seul;0;0
2020-12;11164;GINESTAS;RSA seul;20;35
2020-12;11172;HOMPS;RSA seul;20;45
2020-12;11176;JONQUIERES;RSA seul;5;5
2020-12;11180;LABASTIDE ESPARBAIRENQUE;RSA seul;0;0
2020-12;11183;LADERN SUR LAUQUET;RSA seul;5;10
2020-12;11185;LAGRASSE;RSA seul;15;35
2020-12;11191;LAROQUE DE FA;RSA seul;10;20
2020-12;11195;LAURABUC;RSA seul;10;20
2020-12;11198;LAURE MINERVOIS;RSA seul;45;80
2020-12;11199;LAVALETTE;RSA seul;20;40
2020-12;11203;LEZIGNAN CORBIERES;RSA seul;550;1285
2020-12;11205;LIMOUSIS;RSA seul;5;5
2020-12;11206;LIMOUX;RSA seul;410;775
2020-12;11208;LA LOUVIERE LAURAGAIS;RSA seul;0;0
2020-12;11210;LUC SUR ORBIEU;RSA seul;20;45
2020-12;11212;MAILHAC;RSA seul;20;45
2020-12;11213;MAISONS;RSA seul;5;10
2020-12;11214;MALRAS;RSA seul;5;10
2020-12;11215;MALVES EN MINERVOIS;RSA seul;20;35
2020-12;11216;MALVIES;RSA seul;10;15
2020-12;11224;MASSAC;RSA seul;0;0
2020-12;11226;MAYREVILLE;RSA seul;5;10
2020-12;11232;MIRAVAL CABARDES;RSA seul;0;0
2020-12;11234;MIREVAL LAURAGAIS;RSA seul;0;0
2020-12;11238;MOLLEVILLE;RSA seul;0;0
2020-12;11435;VILLEROUGE TERMENES;RSA seul;10;20
2020-12;12002;AGUESSAC;RSA seul;5;10
2020-12;12003;LES ALBRES;RSA seul;0;0
2020-12;12004;ALMONT LES JUNIES;RSA seul;5;5
2020-12;12013;AUBIN;RSA seul;70;150
2020-12;12017;AYSSENES;RSA seul;0;0
2020-12;12026;BERTHOLENE;RSA seul;5;10
2020-12;12029;BOR ET BAR;RSA seul;0;0
2020-12;12033;BOZOULS;RSA seul;10;15
2020-12;12037;BROQUIES;RSA seul;10;20
2020-12;12045;CAMBOULAZET;RSA seul;0;0
2020-12;12050;CANET DE SALARS;RSA seul;0;0
2020-12;12059;CASTANET;RSA seul;5;5
2020-12;12061;CASTELNAU DE MANDAILLES;RSA seul;5;5
2020-12;12063;LA CAVALERIE;RSA seul;15;35
2020-12;12064;LE CAYROL;RSA seul;5;5
2020-12;12072;COMPREGNAC;RSA seul;5;10
2020-12;12074;CONDOM D AUBRAC;RSA seul;0;0
2020-12;12080;COUPIAC;RSA seul;10;10
2020-12;12094;ENTRAYGUES SUR TRUYERE;RSA seul;10;10
2020-12;12095;ESCANDOLIERES;RSA seul;0;0
2020-12;12096;ESPALION;RSA seul;25;25
2020-12;12103;FLORENTIN LA CAPELLE;RSA seul;0;0
2020-12;12104;FOISSAC;RSA seul;5;20
2020-12;12105;LA FOUILLADE;RSA seul;20;45
2020-12;12108;GALGAN;RSA seul;5;5
2020-12;12116;HUPARLAC;RSA seul;0;0
2020-12;12121;LANUEJOULS;RSA seul;5;20
2020-12;12124;LASSOUTS;RSA seul;0;0
2020-12;12125;LAVAL ROQUECEZIERE;RSA seul;10;20
2020-12;12135;LUNAC;RSA seul;5;10
2020-12;12147;MONTAGNOL;RSA seul;5;20
2020-12;12156;MONTPEYROUX;RSA seul;0;0
2020-12;12157;MONTROZIER;RSA seul;5;5
2020-12;12162;MOYRAZES;RSA seul;5;10
2020-12;12163;MURASSON;RSA seul;5;5
2020-12;12170;NAUSSAC;RSA seul;5;5
2020-12;12177;PALMAS D AVEYRON;RSA seul;5;10
2020-12;12186;POUSTHOMY;RSA seul;5;10
2020-12;12189;PRADINAS;RSA seul;0;0
2020-12;12190;PREVINQUIERES;RSA seul;5;5
2020-12;12197;REQUISTA;RSA seul;20;40
2020-12;11240;MONTAZELS;RSA seul;10;15
2020-12;11241;MONTBRUN DES CORBIERES;RSA seul;5;15
2020-12;11242;MONTCLAR;RSA seul;5;5
2020-12;11245;MONTGAILLARD;RSA seul;5;5
2020-12;11246;MONTGRADAIL;RSA seul;0;0
2020-12;11250;MONTJOI;RSA seul;0;0
2020-12;11252;MONTMAUR;RSA seul;5;10
2020-12;11254;MONTREAL;RSA seul;90;195
2020-12;11255;MONTREDON DES CORBIERES;RSA seul;20;50
2020-12;11256;MONTSERET;RSA seul;15;30
2020-12;11259;MOUSSOULENS;RSA seul;10;20
2020-12;11260;MOUTHOUMET;RSA seul;5;10
2020-12;11261;MOUX;RSA seul;25;45
2020-12;11263;NEBIAS;RSA seul;10;20
2020-12;11264;NEVIAN;RSA seul;15;35
2020-12;11266;PORT LA NOUVELLE;RSA seul;245;475
2020-12;11276;PAZIOLS;RSA seul;20;40
2020-12;11279;PENNAUTIER;RSA seul;40;95
2020-12;11288;PEZENS;RSA seul;40;80
2020-12;11292;LA POMAREDE;RSA seul;5;5
2020-12;11295;PORTEL DES CORBIERES;RSA seul;20;40
2020-12;11296;POUZOLS MINERVOIS;RSA seul;15;25
2020-12;11300;PUGINIER;RSA seul;0;0
2020-12;11301;PUICHERIC;RSA seul;35;85
2020-12;11305;QUINTILLAN;RSA seul;0;0
2020-12;11306;QUIRBAJOU;RSA seul;0;0
2020-12;11308;RAISSAC SUR LAMPY;RSA seul;10;25
2020-12;11310;RENNES LES BAINS;RSA seul;30;45
2020-12;11311;RIBAUTE;RSA seul;10;15
2020-12;11317;RODOME;RSA seul;5;5
2020-12;11320;ROQUEFEUIL;RSA seul;5;10
2020-12;11322;ROQUEFORT DES CORBIERES;RSA seul;20;30
2020-12;11323;ROQUETAILLADE ET CONILHAC;RSA seul;5;10
2020-12;11327;ROULLENS;RSA seul;5;5
2020-12;11328;ROUTIER;RSA seul;5;10
2020-12;11338;SAINT COUAT DU RAZES;RSA seul;5;10
2020-12;11339;SAINT DENIS;RSA seul;20;50
2020-12;11341;SAINT FERRIOL;RSA seul;10;10
2020-12;11345;SAINT JEAN DE BARROU;RSA seul;5;5
2020-12;11357;SAINT MARTIN LE VIEIL;RSA seul;10;15
2020-12;11360;SAINT NAZAIRE D AUDE;RSA seul;30;55
2020-12;11367;SAISSAC;RSA seul;25;45
2020-12;11369;SALLELES D AUDE;RSA seul;65;130
2020-12;11372;SALSIGNE;RSA seul;15;35
2020-12;11377;SERRES;RSA seul;5;10
2020-12;11381;SOUGRAIGNE;RSA seul;15;20
2020-12;11385;SOUPEX;RSA seul;0;0
2020-12;11390;THEZAN DES CORBIERES;RSA seul;10;25
2020-12;11393;TOUROUZELLE;RSA seul;10;15
2020-12;11398;TREILLES;RSA seul;5;5
2020-12;11406;VERAZA;RSA seul;0;0
2020-12;11408;VERZEILLE;RSA seul;10;25
2020-12;11409;VIGNEVIEILLE;RSA seul;0;0
2020-12;11410;VILLALIER;RSA seul;20;45
2020-12;11415;VILLAR SAINT ANSELME;RSA seul;5;10
2020-12;11417;VILLARZEL DU RAZES;RSA seul;5;5
2020-12;11418;VILLASAVARY;RSA seul;20;50
2020-12;11420;VILLEBAZY;RSA seul;0;0
2020-12;11421;VILLEDAIGNE;RSA seul;15;40
2020-12;11422;VILLEDUBERT;RSA seul;5;5
2020-12;11423;VILLEFLOURE;RSA seul;0;0
2020-12;11427;VILLELONGUE D AUDE;RSA seul;5;20
2020-12;11429;VILLEMOUSTAUSSOU;RSA seul;70;135
2020-12;11431;VILLENEUVE LES CORBIERES;RSA seul;5;15
2020-12;11432;VILLENEUVE LES MONTREAL;RSA seul;5;20
2020-12;01017;ARGIS;RSA seul;5;5
2020-12;01030;BEAUREGARD;RSA seul;15;30
2020-12;01038;BENY;RSA seul;0;0
2020-12;01043;BEYNOST;RSA seul;25;45
2020-12;01054;BOURG SAINT CHRISTOPHE;RSA seul;5;5
2020-12;01057;BOZ;RSA seul;5;5
2020-12;01060;BRENOD;RSA seul;0;0
2020-12;01065;BUELLAS;RSA seul;5;15
2020-12;01068;CERDON;RSA seul;5;10
2020-12;01069;CERTINES;RSA seul;10;15
2020-12;01076;CHALEY;RSA seul;5;5
2020-12;01077;CHALLES LA MONTAGNE;RSA seul;5;10
2020-12;01081;CHAMPFROMIER;RSA seul;5;10
2020-12;01083;CHANEINS;RSA seul;5;10
2020-12;01085;LA CHAPELLE DU CHATELARD;RSA seul;0;0
2020-12;01095;NIVIGNE ET SURAN;RSA seul;5;10
2020-12;01098;CHAZEY BONS;RSA seul;10;15
2020-12;01099;CHAZEY SUR AIN;RSA seul;5;5
2020-12;01102;CHEVROUX;RSA seul;5;5
2020-12;01103;CHEVRY;RSA seul;10;15
2020-12;01105;CIVRIEUX;RSA seul;10;20
2020-12;01107;CLEYZIEU;RSA seul;0;0
2020-12;01114;CONFORT;RSA seul;0;0
2020-12;01115;CONFRANCON;RSA seul;5;20
2020-12;01124;CORMOZ;RSA seul;5;20
2020-12;01128;COURTES;RSA seul;5;10
2020-12;01130;BRESSE VALLONS;RSA seul;10;15
2020-12;01134;CROTTET;RSA seul;10;20
2020-12;01135;CROZET;RSA seul;10;15
2020-12;01139;CURCIAT DONGALON;RSA seul;5;5
2020-12;01140;CURTAFOND;RSA seul;5;5
2020-12;01153;ECHENEVEX;RSA seul;5;5
2020-12;01156;FARAMANS;RSA seul;5;5
2020-12;01157;FAREINS;RSA seul;15;35
2020-12;01159;FEILLENS;RSA seul;10;20
2020-12;01165;FRANCHELEINS;RSA seul;5;10
2020-12;01170;BEARD GEOVREISSIAT;RSA seul;5;15
2020-12;01171;GEOVREISSET;RSA seul;10;30
2020-12;01173;GEX;RSA seul;145;265
2020-12;01199;JUJURIEUX;RSA seul;35;75
2020-12;01202;LAGNIEU;RSA seul;80;145
2020-12;01204;LE POIZAT LALLEYRIAT;RSA seul;5;10
2020-12;01207;LAPEYROUSE;RSA seul;0;0
2020-12;01209;LEAZ;RSA seul;5;5
2020-12;01210;LELEX;RSA seul;5;5
2020-12;01211;LENT;RSA seul;5;20
2020-12;01213;LEYMENT;RSA seul;20;35
2020-12;01216;LHUIS;RSA seul;5;10
2020-12;01230;MANTENAY MONTLIN;RSA seul;0;0
2020-12;01233;MARCHAMP;RSA seul;0;0
2020-12;01235;MARLIEUX;RSA seul;10;20
2020-12;01239;MASSIGNIEU DE RIVES;RSA seul;5;5
2020-12;01240;MATAFELON GRANGES;RSA seul;5;5
2020-12;02219;COUCY LA VILLE;RSA seul;0;0
2020-12;02228;COURTEMONT VARENNES;RSA seul;5;5
2020-12;02231;COUVRON ET AUMENCOURT;RSA seul;10;20
2020-12;02234;CRAONNE;RSA seul;0;0
2020-12;02235;CRAONNELLE;RSA seul;0;0
2020-12;02237;CRECY SUR SERRE;RSA seul;35;80
2020-12;02239;CREZANCY;RSA seul;20;40
2020-12;02255;CYS LA COMMUNE;RSA seul;0;0
2020-12;02257;DALLON;RSA seul;0;0
2020-12;02265;DOHIS;RSA seul;0;0
2020-12;02268;DOMPTIN;RSA seul;10;20
2020-12;02269;DORENGT;RSA seul;5;15
2020-12;02270;DOUCHY;RSA seul;5;5
2020-12;02283;ERLON;RSA seul;5;10
2020-12;02288;ESSIGNY LE PETIT;RSA seul;5;10
2020-12;02292;ETAMPES SUR MARNE;RSA seul;10;15
2020-12;02298;ETREUX;RSA seul;45;75
2020-12;02299;EVERGNICOURT;RSA seul;5;10
2020-12;02302;FAVEROLLES;RSA seul;0;0
2020-12;02303;FAYET;RSA seul;0;0
2020-12;02306;LA FERTE CHEVRESIS;RSA seul;10;10
2020-12;02307;LA FERTE MILON;RSA seul;40;80
2020-12;02310;FIEULAINE;RSA seul;5;5
2020-12;02311;FILAIN;RSA seul;0;0
2020-12;02323;FONTAINE UTERTE;RSA seul;0;0
2020-12;02324;FONTENELLE;RSA seul;5;15
2020-12;02331;FRANQUEVILLE;RSA seul;5;5
