"EC_MEASURE";"FREQ";"GEO";"GEO_OBJECT";"OBS_STATUS_FR";"TIME_PERIOD";"OBS_VALUE"
"LVB";"M";"84";"DEP";"D";2022-08;550
"LVB";"M";"972";"DEP";"D";2022-10;303
"LVB";"M";"68";"DEP";"D";2022-10;579
"LVB_CUMR";"A";"29";"DEP";"D";2017;754
"LVB";"M";"99";"OTHER";"D";2023-08;129
"LVB";"M";"08";"DEP";"PROV";2025-08;203
"LVB";"M";"01";"DEP";"PROV";2025-12;460
"LVB_CUMR";"A";"16";"DEP";"D";2020;240
"LVB";"M";"24";"DEP";"D";2023-05;250
"LVB";"M";"82";"DEP";"D";2021-07;238
"LVB_CUMR";"A";"38";"DEP";"D";2019;1188
"LVB";"M";"10";"DEP";"PROV";2026-01;247
"LVB_CUMR";"A";"972";"DEP";"D";2022;320
"LVB";"M";"974";"DEP";"D";2021-09;1133
"LVB";"M";"69";"DEP";"D";2023-02;1680
"LVB";"M";"28";"DEP";"PROV";2026-01;363
"LVB";"A";"04";"DEP";"D";2020;1329
"LVB";"M";"15";"DEP";"PROV";2025-03;63
"LVB";"M";"68";"DEP";"D";2024-01;554
"LVB";"M";"79";"DEP";"PROV";2025-01;233
"LVB";"M";"976";"DEP";"D";2021-05;1089
"LVB";"M";"21";"DEP";"D";2022-03;393
"LVB";"M";"41";"DEP";"D";2023-11;242
"LVB";"M";"12";"DEP";"D";2024-07;155
"LVB";"A";"95";"DEP";"PROV";2025;17066
"LVB";"M";"2A";"DEP";"D";2024-09;93
"LVB";"M";"04";"DEP";"PROV";2025-06;118
"LVB";"M";"39";"DEP";"D";2022-07;216
"LVB";"M";"99";"OTHER";"D";2022-10;81
"LVB";"M";"17";"DEP";"D";2024-05;378
"LVB";"M";"80";"DEP";"D";2023-09;382
"LVB";"M";"07";"DEP";"D";2021-09;288
"LVB_CUMR";"A";"72";"DEP";"D";2021;414
"LVB_CUMR";"A";"24";"DEP";"D";2024;221
"LVB";"M";"91";"DEP";"D";2024-10;1518
"LVB";"M";"2B";"DEP";"D";2024-09;98
"LVB";"M";"03";"DEP";"D";2023-04;194
"LVB";"M";"37";"DEP";"D";2022-01;480
"LVB";"M";"18";"DEP";"D";2022-08;231
"LVB";"A";"974";"DEP";"D";2018;13364
"LVB";"A";"80";"DEP";"PROV";2025;4978
"LVB";"M";"07";"DEP";"D";2022-07;243
"LVB";"A";"974";"DEP";"D";2022;13205
"LVB_CUMR";"A";"971";"DEP";"D";2024;331
"LVB_CUMR";"A";"70";"DEP";"D";2022;171
"LVB";"M";"30";"DEP";"D";2021-05;612
"LVB";"M";"21";"DEP";"PROV";2025-02;337
"LVB";"A";"99";"OTHER";"D";2022;1220
"LVB";"M";"42";"DEP";"D";2022-01;674
"LVB";"M";"14";"DEP";"D";2021-10;633
"LVB";"M";"06";"DEP";"D";2024-06;815
"LVB";"M";"84";"DEP";"D";2023-12;463
"LVB";"M";"92";"DEP";"D";2021-05;1890
"LVB";"M";"10";"DEP";"D";2022-12;249
"LVB";"M";"70";"DEP";"D";2023-07;163
"LVB";"A";"08";"DEP";"D";2019;2566
"LVB_CUMR";"A";"973";"DEP";"PROV";2026;529
"LVB";"M";"26";"DEP";"D";2021-10;471
"LVB";"M";"2A";"DEP";"D";2022-10;101
"LVB";"M";"13";"DEP";"PROV";2025-10;1848
"LVB";"M";"01";"DEP";"D";2024-02;519
"LVB";"M";"40";"DEP";"D";2021-09;291
"LVB";"M";"81";"DEP";"D";2022-08;314
"LVB";"A";"93";"DEP";"PROV";2025;24204
"LVB";"M";"09";"DEP";"PROV";2025-03;81
"LVB";"M";"67";"DEP";"D";2024-01;876
"LVB";"M";"973";"DEP";"D";2023-08;657
"LVB";"M";"23";"DEP";"D";2024-05;64
"LVB";"M";"03";"DEP";"D";2022-02;201
"LVB";"M";"39";"DEP";"D";2021-05;190
"LVB";"M";"29";"DEP";"D";2021-06;722
"LVB";"M";"17";"DEP";"D";2023-01;368
"LVB";"M";"84";"DEP";"D";2022-10;534
"LVB";"A";"94";"DEP";"D";2022;18696
"LVB";"M";"12";"DEP";"D";2021-12;207
"LVB";"M";"38";"DEP";"D";2023-09;1068
"LVB";"M";"70";"DEP";"D";2023-02;149
"LVB_MEAN1";"M";"F";"FRANCE";"D";2022-11;1977
"LVB";"M";"08";"DEP";"D";2023-06;183
"LVB_CUMR";"A";"03";"DEP";"D";2024;202
"LVB";"M";"16";"DEP";"D";2024-07;226
"LVB";"M";"2B";"DEP";"D";2024-10;130
"LVB";"M";"82";"DEP";"D";2024-03;163
"LVB";"M";"23";"DEP";"PROV";2025-10;52
"LVB_CUMR";"A";"92";"DEP";"D";2023;1640
"LVB_CUMR";"A";"82";"DEP";"PROV";2025;190
"LVB";"A";"69";"DEP";"D";2018;25513
"LVB";"M";"40";"DEP";"D";2022-04;287
"LVB";"A";"01";"DEP";"D";2019;6907
"LVB";"M";"08";"DEP";"D";2022-01;204
"LVB_CUMR";"A";"99";"OTHER";"D";2024;75
"LVB";"M";"972";"DEP";"D";2021-06;257
"LVB";"A";"27";"DEP";"D";2021;6211
"LVB";"M";"14";"DEP";"PROV";2025-08;501
"LVB";"A";"26";"DEP";"D";2017;5571
"LVB";"M";"83";"DEP";"D";2023-11;813
"LVB_CUMR";"A";"08";"DEP";"D";2019;211
"LVB";"M";"67";"DEP";"D";2024-12;824
"LVB";"M";"41";"DEP";"D";2022-09;239
"LVB";"M";"08";"DEP";"PROV";2025-09;176
"LVB";"A";"07";"DEP";"D";2019;2982
"LVB";"M";"93";"DEP";"PROV";2025-01;2066
"LVB";"A";"2B";"DEP";"D";2016;1541
"LVB_CUMR";"A";"974";"DEP";"D";2022;1112
"LVB_CUMR";"A";"23";"DEP";"D";2021;71
"LVB";"M";"17";"DEP";"PROV";2025-02;375
"LVB";"M";"84";"DEP";"D";2024-02;444
"LVB";"M";"37";"DEP";"PROV";2026-01;434
"LVB_CUMR";"A";"68";"DEP";"D";2024;554
"LVB";"M";"974";"DEP";"D";2022-07;1118
"LVB_CUMR";"A";"92";"DEP";"D";2018;1866
"LVB";"M";"83";"DEP";"D";2021-02;736
"LVB";"M";"02";"DEP";"PROV";2026-01;399
"LVB";"M";"11";"DEP";"D";2024-12;218
"LVB_CUMR";"A";"15";"DEP";"D";2016;86
"LVB";"M";"2A";"DEP";"PROV";2025-04;85
"LVB";"M";"22";"DEP";"D";2023-10;402
"LVB_CUMR";"A";"41";"DEP";"D";2020;275
"LVB_MEAN1";"M";"F";"FRANCE";"D";2021-10;2166
"LVB";"M";"92";"DEP";"D";2024-06;1614
"LVB";"A";"72";"DEP";"D";2020;5547
"LVB";"M";"17";"DEP";"D";2023-12;389
"LVB";"M";"05";"DEP";"D";2023-09;92
"LVB";"M";"84";"DEP";"D";2021-03;481
"LVB";"M";"08";"DEP";"D";2022-10;188
"LVB";"M";"37";"DEP";"D";2024-02;376
"LVB";"A";"26";"DEP";"D";2023;4816
"LVB_CUMR";"A";"23";"DEP";"D";2024;58
"LVB";"M";"974";"DEP";"PROV";2025-02;929
"LVB";"M";"14";"DEP";"D";2024-05;514
"LVB";"M";"95";"DEP";"D";2024-06;1411
"LVB";"M";"67";"DEP";"D";2023-04;829
"LVB";"M";"13";"DEP";"D";2021-02;1738
"LVB";"M";"04";"DEP";"D";2023-06;93
"LVB";"M";"80";"DEP";"D";2024-05;432
"LVB";"M";"41";"DEP";"D";2024-11;206
"LVB";"M";"2B";"DEP";"D";2021-03;96
"LVB";"M";"26";"DEP";"D";2021-01;385
"LVB";"M";"72";"DEP";"D";2023-12;461
"LVB";"M";"95";"DEP";"D";2022-07;1708
"LVB";"M";"973";"DEP";"D";2024-02;546
"LVB";"M";"38";"DEP";"D";2022-09;1122
"LVB_CUMR";"A";"19";"DEP";"D";2017;174
"LVB";"A";"01";"DEP";"PROV";2025;6129
"LVB";"M";"08";"DEP";"D";2023-11;196
"LVB";"M";"81";"DEP";"D";2024-06;218
"LVB";"M";"2B";"DEP";"PROV";2025-05;102
"LVB";"M";"40";"DEP";"D";2021-02;243
"LVB";"M";"95";"DEP";"D";2023-06;1524
"LVB";"M";"19";"DEP";"PROV";2025-04;147
"LVB";"M";"99";"OTHER";"D";2021-06;100
"LVB";"M";"68";"DEP";"D";2023-04;560
"LVB";"A";"17";"DEP";"D";2022;5086
"LVB";"M";"03";"DEP";"D";2024-10;215
"LVB";"M";"08";"DEP";"D";2022-12;197
"LVB";"M";"38";"DEP";"D";2023-04;948
"LVB";"A";"27";"DEP";"D";2022;6237
"LVB";"M";"80";"DEP";"PROV";2025-01;433
"LVB";"M";"973";"DEP";"D";2021-08;698
"LVB";"M";"71";"DEP";"D";2024-06;335
"LVB";"M";"92";"DEP";"D";2022-06;1803
"LVB";"M";"25";"DEP";"D";2021-04;517
"LVB";"M";"05";"DEP";"D";2021-07;120
"LVB";"M";"17";"DEP";"D";2024-08;409
"LVB";"M";"37";"DEP";"D";2024-12;442
"LVB";"M";"80";"DEP";"PROV";2025-10;407
"LVB";"A";"12";"DEP";"D";2022;2109
"LVB";"M";"70";"DEP";"D";2021-04;163
"LVB";"M";"99";"OTHER";"D";2023-02;85
"LVB";"A";"29";"DEP";"D";2023;7273
"LVB";"M";"91";"DEP";"D";2024-08;1419
"LVB";"M";"06";"DEP";"D";2024-11;802
"LVB_CUMR";"A";"21";"DEP";"D";2019;431
"LVB";"M";"38";"DEP";"D";2021-08;1252
"LVB";"A";"72";"DEP";"PROV";2025;5098
"LVB";"M";"14";"DEP";"PROV";2025-04;448
"LVB";"M";"971";"DEP";"PROV";2025-11;339
"LVB";"M";"12";"DEP";"PROV";2026-01;169
"LVB";"M";"81";"DEP";"D";2021-06;270
"LVB";"A";"40";"DEP";"D";2016;3498
"LVB";"M";"2A";"DEP";"D";2024-08;78
"LVB";"M";"972";"DEP";"PROV";2025-04;216
"LVB";"M";"01";"DEP";"D";2023-11;514
"LVB_CUMR";"A";"06";"DEP";"D";2018;938
"LVB";"A";"16";"DEP";"D";2016;3183
"LVB";"M";"974";"DEP";"PROV";2025-05;1057
"LVB";"M";"69";"DEP";"D";2024-09;1800
"LVB";"M";"02";"DEP";"PROV";2025-06;384
"LVB";"M";"92";"DEP";"D";2022-12;1684
"LVB";"M";"11";"DEP";"D";2024-03;231
"LVB_CUMR";"A";"38";"DEP";"PROV";2026;1020
"LVB";"M";"82";"DEP";"D";2021-12;224
"LVB_CUMR";"A";"25";"DEP";"PROV";2025;377
"LVB";"M";"26";"DEP";"PROV";2025-12;379
"LVB";"M";"69";"DEP";"D";2022-09;1862
"LVB";"M";"92";"DEP";"PROV";2025-10;1634
"LVB";"M";"04";"DEP";"D";2023-01;120
"LVB";"M";"974";"DEP";"D";2021-02;1006
"LVB_CUMR";"A";"68";"DEP";"D";2021;567
"LVB";"A";"14";"DEP";"D";2020;6552
"LVB_CUMR";"A";"10";"DEP";"D";2017;273
"LVB";"M";"39";"DEP";"PROV";2025-04;150
"LVB";"M";"84";"DEP";"D";2024-09;424
"LVB_CUMR";"A";"93";"DEP";"D";2019;2326
"LVB_CUMR";"A";"23";"DEP";"PROV";2026;58
"LVB";"M";"69";"DEP";"D";2022-04;1814
"LVB";"M";"29";"DEP";"D";2022-05;675
"LVB_CUMR";"A";"84";"DEP";"D";2024;470
"LVB";"A";"99";"OTHER";"D";2017;2160
"LVB";"M";"11";"DEP";"D";2024-07;264
"LVB";"M";"14";"DEP";"PROV";2025-12;422
"LVB_CUMR";"A";"F";"FRANCE";"D";2020;62199
"LVB";"M";"01";"DEP";"D";2022-06;579
"LVB";"A";"41";"DEP";"D";2023;2786
"LVB";"M";"94";"DEP";"D";2022-09;1559
"LVB_CUMR";"A";"84";"DEP";"PROV";2026;420
"LVB_CUMR";"A";"72";"DEP";"D";2017;496
"LVB";"M";"976";"DEP";"D";2024-08;652
"LVB";"M";"15";"DEP";"PROV";2025-02;59
"LVB";"M";"02";"DEP";"D";2021-12;471
"LVB";"M";"13";"DEP";"D";2022-05;2036
"LVB";"M";"81";"DEP";"D";2024-07;244
"LVB";"M";"26";"DEP";"D";2022-01;399
"LVB";"M";"07";"DEP";"PROV";2025-09;189
"LVB_CUMR";"A";"28";"DEP";"D";2017;411
"LVB_CUMR";"A";"37";"DEP";"D";2021;431
"LVB";"M";"971";"DEP";"PROV";2025-06;226
"LVB";"A";"67";"DEP";"PROV";2025;9898
"LVB";"M";"14";"DEP";"PROV";2026-01;466
"LVB";"M";"974";"DEP";"PROV";2026-01;890
"LVB";"M";"08";"DEP";"D";2022-08;212
"LVB";"M";"03";"DEP";"PROV";2025-04;192
"LVB";"M";"05";"DEP";"D";2021-02;84
"LVB";"M";"85";"DEP";"D";2021-02;410
"LVB";"M";"41";"DEP";"D";2024-06;239
"LVB";"M";"973";"DEP";"PROV";2025-05;551
"LVB";"A";"29";"DEP";"PROV";2025;7030
"LVB";"M";"69";"DEP";"PROV";2026-01;1750
"LVB";"M";"95";"DEP";"PROV";2025-02;1391
"LVB";"M";"16";"DEP";"D";2021-01;226
"LVB";"M";"12";"DEP";"PROV";2025-06;149
"LVB";"M";"F";"FRANCE";"PROV";2025-11;51370
"LVB";"M";"19";"DEP";"D";2024-04;134
"LVB_CUMR";"A";"01";"DEP";"D";2018;563
"LVB";"M";"42";"DEP";"D";2021-03;718
"LVB_MEAN1";"M";"F";"FRANCE";"D";2022-09;2006
"LVB";"M";"80";"DEP";"D";2021-10;515
"LVB";"M";"25";"DEP";"D";2024-04;371
"LVB";"M";"72";"DEP";"PROV";2025-05;446
"LVB_CUMR";"A";"92";"DEP";"D";2024;1578
"LVB";"M";"28";"DEP";"D";2024-03;302
"LVB";"M";"08";"DEP";"D";2024-06;179
"LVB";"M";"19";"DEP";"D";2021-07;170
"LVB";"M";"67";"DEP";"D";2024-02;826
"LVB";"M";"04";"DEP";"D";2022-11;126
"LVB";"M";"82";"DEP";"D";2024-02;178
"LVB";"A";"99";"OTHER";"D";2016;2008
"LVB_CUMR";"A";"42";"DEP";"D";2020;692
"LVB";"M";"23";"DEP";"D";2023-04;67
"LVB";"M";"92";"DEP";"D";2021-06;1764
"LVB";"M";"05";"DEP";"PROV";2025-11;97
"LVB";"A";"10";"DEP";"PROV";2025;2599
"LVB";"M";"2B";"DEP";"D";2023-09;102
"LVB";"M";"15";"DEP";"D";2021-11;88
"LVB";"M";"70";"DEP";"D";2021-03;168
"LVB";"M";"81";"DEP";"D";2023-07;273
"LVB";"M";"25";"DEP";"PROV";2025-07;479
"LVB";"M";"974";"DEP";"D";2023-11;964
"LVB";"M";"69";"DEP";"D";2024-07;1934
"LVB_CUMR";"A";"95";"DEP";"PROV";2025;1444
"LVB";"M";"39";"DEP";"D";2023-12;181
"LVB";"M";"04";"DEP";"D";2021-04;126
"LVB";"M";"07";"DEP";"PROV";2025-12;190
"LVB";"M";"27";"DEP";"D";2024-01;460
"LVB";"M";"19";"DEP";"PROV";2025-08;132
"LVB";"A";"F";"FRANCE";"D";2023;677803
"LVB";"A";"69";"DEP";"D";2024;21420
"LVB";"M";"971";"DEP";"PROV";2025-08;314
"LVB";"M";"85";"DEP";"D";2021-03;510
"LVB";"M";"16";"DEP";"D";2023-04;238
"LVB_CUMR";"A";"04";"DEP";"D";2020;122
"LVB";"M";"09";"DEP";"D";2022-03;89
"LVB";"M";"72";"DEP";"D";2024-06;383
"LVB_CUMR";"A";"23";"DEP";"D";2016;74
"LVB";"M";"37";"DEP";"D";2022-04;447
"LVB";"M";"973";"DEP";"D";2023-10;644
"LVB";"M";"26";"DEP";"D";2024-01;401
"LVB";"M";"95";"DEP";"D";2023-04;1427
"LVB";"M";"82";"DEP";"D";2021-02;215
"LVB";"M";"72";"DEP";"D";2021-06;451
"LVB_CUMR";"A";"02";"DEP";"D";2023;417
"LVB";"M";"13";"DEP";"D";2023-10;1971
"LVB";"M";"23";"DEP";"D";2024-04;59
"LVB";"M";"84";"DEP";"D";2021-02;427
"LVB";"M";"07";"DEP";"D";2024-12;188
"LVB";"M";"38";"DEP";"D";2021-12;1172
"LVB";"A";"94";"DEP";"PROV";2025;17069
"LVB";"M";"976";"DEP";"PROV";2025-04;999
"LVB";"M";"27";"DEP";"D";2021-10;560
"LVB";"M";"02";"DEP";"D";2022-08;464
"LVB_CUMR";"A";"70";"DEP";"D";2020;165
"LVB_CUMR";"A";"18";"DEP";"D";2017;221
"LVB";"M";"41";"DEP";"D";2023-10;203
"LVB_CUMR";"A";"21";"DEP";"D";2024;368
"LVB";"A";"72";"DEP";"D";2024;5088
"LVB";"M";"79";"DEP";"D";2022-05;254
"LVB";"A";"12";"DEP";"D";2021;2272
"LVB";"M";"971";"DEP";"D";2021-09;407
"LVB";"M";"68";"DEP";"D";2024-05;554
"LVB";"M";"974";"DEP";"PROV";2025-03;1045
"LVB_CUMR";"A";"03";"DEP";"PROV";2026;193
"LVB";"M";"2A";"DEP";"D";2024-03;91
"LVB";"M";"83";"DEP";"D";2024-05;809
"LVB";"A";"14";"DEP";"D";2024;5792
"LVB_MEAN1";"M";"F";"FRANCE";"PROV";2025-12;1725
"LVB";"M";"37";"DEP";"D";2024-10;476
"LVB_CUMR";"A";"10";"DEP";"D";2020;274
"LVB";"M";"24";"DEP";"D";2023-03;205
"LVB_CUMR";"A";"94";"DEP";"D";2016;1670
"LVB";"M";"68";"DEP";"D";2021-10;672
"LVB";"M";"04";"DEP";"D";2021-01;112
"LVB";"M";"972";"DEP";"PROV";2025-07;212
"LVB";"A";"19";"DEP";"D";2019;1831
"LVB";"M";"F";"FRANCE";"D";2021-06;60857
"LVB";"M";"38";"DEP";"D";2022-02;1011
"LVB";"M";"2A";"DEP";"D";2022-04;102
"LVB";"M";"79";"DEP";"D";2024-05;242
"LVB";"M";"09";"DEP";"D";2022-04;112
"LVB";"M";"24";"DEP";"D";2023-07;212
"LVB";"A";"972";"DEP";"D";2019;3749
"LVB";"M";"03";"DEP";"D";2023-08;221
"LVB";"M";"71";"DEP";"D";2023-04;343
"LVB_MEAN1";"M";"F";"FRANCE";"D";2023-12;1789
"LVB";"M";"80";"DEP";"D";2022-09;470
"LVB";"M";"39";"DEP";"D";2023-09;167
"LVB";"M";"14";"DEP";"D";2021-12;586
"LVB";"M";"24";"DEP";"D";2023-06;216
"LVB";"A";"91";"DEP";"D";2024;17071
"LVB";"M";"27";"DEP";"D";2022-03;489
"LVB";"M";"12";"DEP";"D";2024-01;160
"LVB";"M";"95";"DEP";"D";2022-09;1562
"LVB";"M";"06";"DEP";"D";2024-08;870
"LVB_CUMR";"A";"71";"DEP";"D";2019;402
"LVB";"A";"38";"DEP";"D";2018;14062
"LVB";"M";"973";"DEP";"D";2021-01;619
"LVB_CUMR";"A";"79";"DEP";"PROV";2025;233
"LVB";"A";"27";"DEP";"D";2024;5461
"LVB";"M";"21";"DEP";"D";2023-02;358
"LVB";"M";"14";"DEP";"D";2021-01;530
"LVB";"M";"07";"DEP";"D";2021-02;196
"LVB";"A";"92";"DEP";"D";2024;19804
"LVB";"A";"01";"DEP";"D";2022;6881
"LVB";"M";"29";"DEP";"D";2023-06;601
"LVB";"A";"40";"DEP";"D";2018;3356
"LVB";"A";"99";"OTHER";"PROV";2025;1000
"LVB";"A";"73";"DEP";"D";2018;4509
"LVB";"M";"79";"DEP";"D";2024-11;237
"LVB";"M";"09";"DEP";"D";2024-07;86
"LVB";"M";"21";"DEP";"D";2022-09;437
"LVB";"M";"13";"DEP";"D";2024-08;2008
"LVB";"M";"23";"DEP";"D";2024-12;68
"LVB";"A";"70";"DEP";"D";2024;1784
"LVB";"M";"95";"DEP";"PROV";2025-08;1433
"LVB";"A";"38";"DEP";"D";2016;14943
"LVB";"M";"02";"DEP";"D";2023-09;354
"LVB";"A";"99";"OTHER";"D";2018;1927
"LVB";"M";"09";"DEP";"PROV";2025-08;99
"LVB";"M";"29";"DEP";"D";2022-03;654
"LVB";"A";"83";"DEP";"D";2022;10677
"LVB";"M";"12";"DEP";"D";2022-12;188
"LVB";"M";"17";"DEP";"PROV";2025-11;375
"LVB";"M";"04";"DEP";"D";2024-10;110
"LVB";"M";"93";"DEP";"PROV";2025-04;1937
"LVB";"M";"69";"DEP";"D";2024-01;1855
"LVB";"M";"22";"DEP";"D";2024-07;431
"LVB";"M";"08";"DEP";"PROV";2026-01;195
"LVB";"M";"37";"DEP";"D";2024-08;479
"LVB";"M";"974";"DEP";"D";2024-02;934
"LVB";"A";"81";"DEP";"D";2019;3345
"LVB";"M";"2B";"DEP";"D";2024-07;115
"LVB_CUMR";"A";"07";"DEP";"D";2017;279
"LVB";"M";"16";"DEP";"D";2022-02;229
"LVB";"M";"971";"DEP";"PROV";2025-01;274
"LVB";"M";"07";"DEP";"D";2023-10;197
"LVB";"M";"72";"DEP";"D";2022-03;477
"LVB";"M";"19";"DEP";"D";2022-06;176
"LVB";"M";"39";"DEP";"D";2024-09;153
"LVB";"A";"976";"DEP";"D";2019;9768
"LVB";"M";"80";"DEP";"D";2022-03;474
"LVB_CUMR";"A";"03";"DEP";"D";2017;197
"LVB";"M";"971";"DEP";"D";2023-06;298
"LVB";"M";"15";"DEP";"D";2021-06;86
"LVB";"A";"30";"DEP";"D";2023;6709
"LVB";"M";"67";"DEP";"D";2021-05;954
"LVB";"M";"41";"DEP";"PROV";2025-04;221
"LVB";"M";"11";"DEP";"D";2022-06;237
"LVB";"M";"25";"DEP";"D";2021-11;481
"LVB";"A";"976";"DEP";"D";2021;10613
"LVB";"M";"82";"DEP";"PROV";2025-07;189
"LVB";"M";"91";"DEP";"D";2023-01;1520
"LVB_CUMR";"A";"04";"DEP";"D";2018;132
"LVB";"M";"28";"DEP";"D";2022-04;338
"LVB_CUMR";"A";"68";"DEP";"D";2018;652
"LVB";"M";"16";"DEP";"D";2024-09;234
"LVB";"M";"42";"DEP";"D";2023-05;604
"LVB";"M";"21";"DEP";"D";2023-06;408
"LVB";"M";"12";"DEP";"D";2022-06;179
"LVB_CUMR";"A";"973";"DEP";"D";2017;586
"LVB";"A";"80";"DEP";"D";2018;5781
"LVB";"M";"68";"DEP";"PROV";2025-07;604
"LVB";"A";"93";"DEP";"D";2024;24946
"LVB";"M";"42";"DEP";"D";2022-12;638
"LVB";"M";"03";"DEP";"D";2022-08;228
"LVB";"A";"23";"DEP";"PROV";2025;685
"LVB_CUMR";"A";"29";"DEP";"D";2019;680
"LVB";"A";"15";"DEP";"PROV";2025;869
"LVB";"M";"92";"DEP";"D";2023-02;1519
"LVB";"M";"10";"DEP";"D";2024-12;220
"LVB";"M";"39";"DEP";"D";2022-11;165
"LVB";"M";"973";"DEP";"D";2023-05;618
"LVB";"A";"83";"DEP";"D";2024;9435
"LVB";"M";"68";"DEP";"D";2023-03;591
"LVB";"M";"04";"DEP";"D";2022-05;122
"LVB";"M";"25";"DEP";"PROV";2025-03;421
"LVB";"M";"93";"DEP";"D";2023-03;2110
"LVB";"M";"27";"DEP";"D";2021-11;544
"LVB";"M";"15";"DEP";"D";2021-05;79
"LVB";"M";"95";"DEP";"D";2022-11;1600
"LVB";"A";"68";"DEP";"D";2016;8285
"LVB";"M";"F";"FRANCE";"D";2022-08;64081
"LVB_CUMR";"A";"79";"DEP";"D";2022;297
"LVB";"M";"41";"DEP";"D";2024-12;222
"LVB";"A";"10";"DEP";"D";2016;3341
"LVB";"M";"05";"DEP";"D";2023-10;102
"LVB";"M";"28";"DEP";"D";2021-10;407
"LVB";"A";"23";"DEP";"D";2017;834
"LVB";"M";"41";"DEP";"D";2023-03;239
"LVB_CUMR";"A";"02";"DEP";"D";2020;488
"LVB";"M";"92";"DEP";"D";2024-10;1736
"LVB";"M";"72";"DEP";"D";2023-07;416
"LVB";"M";"81";"DEP";"D";2021-01;255
"LVB_MEAN1";"M";"F";"FRANCE";"D";2021-01;1742
"LVB";"M";"13";"DEP";"D";2021-10;2327
"LVB";"M";"68";"DEP";"D";2021-05;583
"LVB";"M";"10";"DEP";"D";2021-06;212
"LVB";"M";"26";"DEP";"D";2024-03;393
"LVB";"A";"38";"DEP";"D";2023;12486
"LVB";"M";"16";"DEP";"D";2022-05;254
"LVB";"M";"24";"DEP";"D";2021-03;220
"LVB";"M";"92";"DEP";"D";2023-01;1640
"LVB";"A";"04";"DEP";"D";2016;1499
"LVB_MEAN1";"M";"F";"FRANCE";"D";2024-06;1760
"LVB";"M";"971";"DEP";"D";2024-09;331
"LVB_CUMR";"A";"81";"DEP";"PROV";2026;235
"LVB";"M";"67";"DEP";"D";2022-10;894
"LVB";"M";"05";"DEP";"D";2021-10;111
"LVB_CUMR";"A";"41";"DEP";"D";2022;258
"LVB_CUMR";"A";"10";"DEP";"D";2019;256
"LVB";"M";"17";"DEP";"D";2022-09;447
"LVB";"A";"25";"DEP";"D";2022;5394
"LVB";"M";"29";"DEP";"PROV";2026-01;636
"LVB";"M";"92";"DEP";"D";2022-01;1622
"LVB";"M";"976";"DEP";"PROV";2025-05;874
"LVB";"M";"81";"DEP";"D";2023-09;236
"LVB";"M";"67";"DEP";"D";2021-03;957
"LVB";"M";"F";"FRANCE";"D";2021-02;52225
"LVB";"M";"02";"DEP";"D";2022-11;475
"LVB";"M";"71";"DEP";"D";2023-03;366
"LVB";"M";"40";"DEP";"D";2022-02;267
"LVB_CUMR";"A";"13";"DEP";"D";2022;2027
"LVB";"A";"09";"DEP";"D";2018;1234
"LVB";"M";"23";"DEP";"D";2023-09;62
"LVB";"M";"83";"DEP";"PROV";2025-12;744
"LVB";"M";"72";"DEP";"PROV";2025-08;462
"LVB";"M";"91";"DEP";"D";2023-09;1407
"LVB";"M";"29";"DEP";"D";2024-02;567
"LVB";"A";"974";"DEP";"D";2020;13142
"LVB_CUMR";"A";"93";"DEP";"D";2022;2033
"LVB";"M";"41";"DEP";"D";2023-08;251
"LVB";"M";"16";"DEP";"D";2021-05;237
"LVB";"M";"02";"DEP";"PROV";2025-04;376
"LVB";"M";"F";"FRANCE";"PROV";2025-05;53875
"LVB";"M";"21";"DEP";"D";2024-11;346
"LVB";"M";"80";"DEP";"D";2024-12;422
"LVB";"M";"08";"DEP";"D";2021-07;215
"LVB";"M";"02";"DEP";"PROV";2025-05;420
"LVB";"M";"70";"DEP";"D";2024-06;126
"LVB";"M";"F";"FRANCE";"D";2024-04;53301
"LVB";"A";"28";"DEP";"PROV";2025;3904
"LVB";"M";"19";"DEP";"D";2023-07;135
"LVB";"A";"92";"DEP";"D";2020;21439
"LVB";"M";"01";"DEP";"D";2022-02;514
"LVB";"M";"41";"DEP";"D";2022-11;269
"LVB_CUMR";"A";"14";"DEP";"D";2023;531
"LVB";"M";"29";"DEP";"D";2022-01;652
"LVB";"M";"974";"DEP";"D";2021-01;964
"LVB";"M";"72";"DEP";"PROV";2025-03;418
"LVB";"M";"22";"DEP";"D";2023-09;376
"LVB";"A";"85";"DEP";"D";2016;6314
"LVB";"M";"12";"DEP";"D";2023-12;135
"LVB";"M";"14";"DEP";"D";2024-02;478
"LVB";"M";"41";"DEP";"D";2022-12;233
"LVB";"M";"91";"DEP";"D";2023-04;1374
"LVB";"M";"973";"DEP";"D";2022-12;712
"LVB";"M";"02";"DEP";"D";2023-12;439
"LVB";"M";"71";"DEP";"D";2021-09;427
"LVB";"M";"28";"DEP";"D";2022-09;397
"LVB";"M";"22";"DEP";"D";2024-09;381
"LVB";"M";"79";"DEP";"D";2024-09;210
"LVB";"M";"09";"DEP";"D";2022-07;119
"LVB";"M";"91";"DEP";"D";2024-05;1363
"LVB_CUMR";"A";"71";"DEP";"D";2023;379
"LVB";"M";"06";"DEP";"D";2021-09;986
"LVB";"M";"17";"DEP";"D";2024-04;372
"LVB";"M";"976";"DEP";"D";2023-01;761
"LVB";"M";"39";"DEP";"D";2021-08;195
"LVB";"M";"82";"DEP";"PROV";2025-01;190
