"EC_MEASURE";"FREQ";"GEO";"GEO_OBJECT";"OBS_STATUS_FR";"TIME_PERIOD";"OBS_VALUE"
"LVB";"M";"32";"REG";"D";2023-11;5077
"LVB";"A";"75";"REG";"D";2022;53613
"LVB";"M";"57";"DEP";"PROV";2025-01;695
"LVB";"M";"52";"DEP";"D";2022-03;128
"LVB";"M";"55";"DEP";"D";2023-03;121
"LVB";"A";"88";"DEP";"PROV";2025;2443
"LVB";"A";"04";"REG";"D";2020;13142
"LVB";"M";"34";"DEP";"D";2021-02;846
"LVB";"M";"44";"DEP";"D";2022-05;1352
"LVB";"M";"74";"DEP";"D";2022-03;804
"LVB";"M";"24";"REG";"D";2021-06;2024
"LVB";"M";"57";"DEP";"D";2024-05;700
"LVB";"M";"61";"DEP";"D";2024-06;186
"LVB";"M";"53";"REG";"D";2021-06;2657
"LVB";"M";"11";"REG";"PROV";2025-02;11406
"LVB";"M";"50";"DEP";"D";2021-01;322
"LVB_CUMR";"A";"59";"DEP";"PROV";2025;2206
"LVB";"M";"48";"DEP";"D";2023-02;37
"LVB";"M";"31";"DEP";"D";2022-09;1296
"LVB";"M";"89";"DEP";"D";2022-10;249
"LVB";"M";"75";"DEP";"D";2021-11;2134
"LVB";"M";"52";"REG";"D";2023-12;3026
"LVB";"A";"55";"DEP";"D";2018;1626
"LVB_CUMR";"A";"79";"DEP";"D";2016;324
"LVB";"A";"66";"DEP";"PROV";2025;3759
"LVB";"M";"02";"REG";"D";2022-01;320
"LVB_CUMR";"A";"45";"DEP";"D";2019;660
"LVB";"M";"93";"REG";"D";2024-01;4247
"LVB";"M";"54";"DEP";"D";2021-05;559
"LVB";"M";"30";"DEP";"D";2023-12;546
"LVB_CUMR";"A";"90";"DEP";"D";2017;127
"LVB";"M";"52";"REG";"PROV";2025-06;2969
"LVB";"M";"85";"DEP";"D";2023-05;447
"LVB";"M";"58";"DEP";"D";2022-07;129
"LVB";"M";"04";"REG";"PROV";2025-05;1057
"LVB";"A";"46";"DEP";"D";2020;1229
"LVB";"M";"75";"DEP";"D";2021-01;1822
"LVB";"M";"32";"DEP";"D";2021-05;121
"LVB";"M";"64";"DEP";"PROV";2025-02;431
"LVB_CUMR";"A";"52";"DEP";"D";2021;107
"LVB";"A";"75";"REG";"D";2024;48075
"LVB_CUMR";"A";"88";"DEP";"D";2021;231
"LVB";"M";"58";"DEP";"D";2023-01;121
"LVB";"M";"24";"REG";"D";2021-03;2165
"LVB_CUMR";"A";"31";"DEP";"D";2017;1316
"LVB_CUMR";"A";"02";"REG";"D";2023;319
"LVB_CUMR";"A";"04";"REG";"PROV";2026;890
"LVB";"M";"64";"DEP";"PROV";2025-07;486
"LVB";"M";"78";"DEP";"D";2022-07;1596
"LVB";"M";"50";"DEP";"PROV";2025-02;281
"LVB";"M";"42";"DEP";"PROV";2025-11;545
"LVB";"M";"30";"DEP";"PROV";2025-05;529
"LVB";"M";"90";"DEP";"D";2024-03;103
"LVB";"M";"61";"DEP";"D";2023-10;183
"LVB";"M";"53";"REG";"D";2023-09;2352
"LVB";"A";"55";"DEP";"D";2016;1751
"LVB";"M";"44";"REG";"D";2022-10;4198
"LVB";"M";"04";"REG";"D";2021-11;1105
"LVB";"M";"44";"DEP";"D";2021-12;1441
"LVB";"A";"36";"DEP";"D";2017;1719
"LVB";"M";"50";"DEP";"D";2024-04;306
"LVB";"A";"75";"DEP";"D";2021;25810
"LVB";"M";"88";"DEP";"D";2022-01;253
"LVB";"M";"65";"DEP";"PROV";2025-03;143
"LVB";"M";"65";"DEP";"D";2024-10;143
"LVB_CUMR";"A";"84";"REG";"D";2018;7432
"LVB";"M";"04";"REG";"D";2023-07;1066
"LVB_CUMR";"A";"32";"REG";"D";2023;5121
"LVB_CUMR";"A";"55";"DEP";"D";2021;123
"LVB";"M";"52";"DEP";"D";2023-12;111
"LVB_CUMR";"A";"48";"DEP";"D";2021;52
"LVB";"M";"34";"DEP";"D";2023-09;919
"LVB_CUMR";"A";"79";"DEP";"D";2018;282
"LVB_CUMR";"A";"88";"DEP";"D";2018;267
"LVB";"M";"63";"DEP";"D";2021-05;504
"LVB";"M";"94";"REG";"D";2022-02;215
"LVB";"M";"59";"DEP";"D";2022-09;2454
"LVB";"M";"60";"DEP";"D";2022-11;738
"LVB";"M";"06";"REG";"D";2024-05;909
"LVB";"M";"32";"REG";"PROV";2025-03;4744
"LVB";"M";"50";"DEP";"D";2022-11;361
"LVB_CUMR";"A";"57";"DEP";"PROV";2026;730
"LVB";"M";"04";"REG";"D";2021-02;1006
"LVB";"M";"34";"DEP";"D";2022-05;1018
"LVB";"M";"87";"DEP";"PROV";2025-08;240
"LVB";"M";"76";"DEP";"PROV";2025-06;987
"LVB_CUMR";"A";"47";"DEP";"D";2020;236
"LVB";"M";"62";"DEP";"D";2022-04;1206
"LVB";"M";"75";"REG";"D";2023-09;4132
"LVB";"M";"87";"DEP";"D";2023-07;261
"LVB";"M";"35";"DEP";"D";2021-02;847
"LVB";"M";"32";"REG";"D";2022-09;5334
"LVB";"A";"51";"DEP";"D";2018;6069
"LVB";"M";"59";"DEP";"D";2023-08;2442
"LVB";"M";"48";"DEP";"D";2023-03;43
"LVB";"M";"04";"REG";"PROV";2025-09;988
"LVB";"M";"66";"DEP";"D";2023-10;360
"LVB";"M";"53";"REG";"PROV";2025-06;2476
"LVB_CUMR";"A";"79";"DEP";"D";2020;276
"LVB";"M";"86";"DEP";"D";2023-05;305
"LVB";"M";"01";"REG";"D";2021-06;322
"LVB";"M";"34";"DEP";"D";2023-07;999
"LVB";"M";"53";"REG";"D";2024-01;2345
"LVB_CUMR";"A";"53";"DEP";"D";2022;245
"LVB";"M";"28";"REG";"PROV";2025-10;2469
"LVB";"M";"45";"DEP";"D";2022-05;617
"LVB";"M";"61";"DEP";"D";2021-09;213
"LVB";"M";"58";"DEP";"D";2024-06;114
"LVB";"M";"73";"DEP";"D";2023-12;317
"LVB";"M";"49";"DEP";"D";2023-09;635
"LVB";"A";"02";"REG";"D";2019;3749
"LVB";"M";"63";"DEP";"D";2021-04;505
"LVB";"M";"33";"DEP";"D";2023-07;1383
"LVB";"M";"44";"REG";"D";2024-06;3745
"LVB";"A";"94";"REG";"D";2017;2918
"LVB";"M";"89";"DEP";"D";2023-02;225
"LVB";"M";"56";"DEP";"D";2024-12;461
"LVB_CUMR";"A";"50";"DEP";"D";2024;331
"LVB";"M";"73";"DEP";"D";2021-11;388
"LVB_CUMR";"A";"47";"DEP";"D";2018;260
"LVB";"M";"84";"REG";"D";2024-06;6391
"LVB";"M";"61";"DEP";"D";2022-12;182
"LVB_CUMR";"A";"06";"REG";"D";2016;771
"LVB";"M";"84";"REG";"D";2022-09;6994
"LVB_CUMR";"A";"35";"DEP";"D";2017;954
"LVB";"M";"52";"REG";"D";2021-11;3484
"LVB";"M";"90";"DEP";"D";2021-03;94
"LVB";"M";"75";"DEP";"D";2024-04;1795
"LVB";"A";"49";"DEP";"D";2021;8742
"LVB";"M";"60";"DEP";"D";2022-08;762
"LVB";"A";"90";"DEP";"D";2024;1214
"LVB";"M";"66";"DEP";"D";2023-09;339
"LVB";"M";"11";"REG";"D";2023-07;13549
"LVB";"M";"43";"DEP";"D";2023-08;144
"LVB";"M";"30";"DEP";"D";2023-01;534
"LVB";"M";"57";"DEP";"D";2022-08;818
"LVB_CUMR";"A";"75";"REG";"PROV";2025;3920
"LVB";"M";"76";"DEP";"D";2021-04;1103
"LVB";"M";"24";"REG";"D";2023-10;1949
"LVB_CUMR";"A";"34";"DEP";"D";2019;1043
"LVB";"M";"50";"DEP";"D";2023-04;318
"LVB";"M";"87";"DEP";"D";2023-05;261
"LVB";"M";"11";"REG";"D";2021-09;14436
"LVB";"M";"64";"DEP";"PROV";2025-12;390
"LVB";"M";"75";"REG";"D";2024-11;3899
"LVB";"M";"48";"DEP";"D";2022-03;52
"LVB";"M";"56";"DEP";"D";2023-08;566
"LVB";"M";"76";"REG";"PROV";2026-01;4185
"LVB";"M";"73";"DEP";"D";2024-08;332
"LVB";"M";"24";"REG";"D";2023-08;2015
"LVB";"M";"52";"DEP";"D";2022-06;96
"LVB";"A";"36";"DEP";"D";2019;1773
"LVB";"M";"94";"REG";"PROV";2025-06;197
"LVB";"M";"04";"REG";"D";2024-09;932
"LVB";"M";"86";"DEP";"D";2021-10;369
"LVB_CUMR";"A";"49";"DEP";"D";2021;663
"LVB";"M";"54";"DEP";"PROV";2025-10;476
"LVB";"A";"61";"DEP";"D";2021;2281
"LVB";"A";"75";"DEP";"D";2017;27419
"LVB";"A";"42";"DEP";"PROV";2025;6972
"LVB";"M";"76";"REG";"D";2024-07;4498
"LVB";"M";"31";"DEP";"D";2023-04;1174
"LVB";"M";"32";"REG";"D";2024-12;4795
"LVB";"A";"06";"REG";"D";2017;9762
"LVB";"M";"89";"DEP";"D";2023-08;248
"LVB_CUMR";"A";"52";"DEP";"D";2019;120
"LVB";"A";"58";"DEP";"D";2023;1412
"LVB";"M";"74";"DEP";"D";2024-08;800
"LVB";"M";"64";"DEP";"D";2021-08;547
"LVB";"M";"76";"REG";"D";2023-07;4627
"LVB";"M";"47";"DEP";"D";2023-12;211
"LVB";"A";"86";"DEP";"D";2023;3608
"LVB";"M";"02";"REG";"D";2021-07;298
"LVB_CUMR";"A";"32";"DEP";"D";2018;129
"LVB";"M";"28";"REG";"D";2021-03;2643
"LVB";"M";"55";"DEP";"D";2021-11;141
"LVB_CUMR";"A";"94";"REG";"D";2018;227
"LVB";"M";"52";"DEP";"D";2022-08;130
"LVB";"M";"73";"DEP";"PROV";2025-04;316
"LVB";"M";"63";"DEP";"D";2024-10;471
"LVB";"M";"32";"DEP";"D";2023-07;108
"LVB";"M";"87";"DEP";"D";2022-04;278
"LVB";"M";"57";"DEP";"D";2023-02;702
"LVB";"M";"93";"REG";"D";2021-08;4996
"LVB";"M";"52";"REG";"D";2022-10;3345
"LVB";"M";"03";"REG";"D";2023-04;599
"LVB";"M";"43";"DEP";"PROV";2025-01;120
"LVB";"M";"50";"DEP";"PROV";2025-04;282
"LVB";"M";"31";"DEP";"D";2022-11;1239
"LVB";"A";"62";"DEP";"PROV";2025;13116
"LVB";"M";"75";"DEP";"D";2022-12;1830
"LVB";"M";"28";"REG";"D";2021-10;3080
"LVB";"M";"87";"DEP";"D";2021-03;249
"LVB";"M";"56";"DEP";"D";2021-04;544
"LVB";"M";"76";"REG";"D";2024-11;4154
"LVB";"M";"58";"DEP";"D";2024-12;103
"LVB";"M";"04";"REG";"D";2021-04;1192
"LVB";"M";"45";"DEP";"D";2022-12;596
"LVB";"M";"51";"DEP";"D";2024-09;442
"LVB";"M";"62";"DEP";"PROV";2025-02;992
"LVB";"M";"31";"DEP";"D";2023-12;1125
"LVB";"M";"77";"DEP";"PROV";2025-06;1436
"LVB";"M";"88";"DEP";"D";2024-04;218
"LVB";"M";"24";"REG";"D";2023-01;2068
"LVB";"M";"59";"DEP";"D";2023-10;2288
"LVB";"M";"94";"REG";"D";2021-08;249
"LVB";"A";"06";"REG";"D";2020;9184
"LVB";"M";"64";"DEP";"D";2024-09;412
"LVB_CUMR";"A";"47";"DEP";"D";2017;258
"LVB";"M";"50";"DEP";"PROV";2025-01;306
"LVB_CUMR";"A";"75";"DEP";"D";2016;2378
"LVB";"A";"32";"REG";"D";2017;70721
"LVB";"M";"33";"DEP";"D";2023-08;1400
"LVB_CUMR";"A";"87";"DEP";"D";2020;306
"LVB";"M";"75";"REG";"D";2024-03;4007
"LVB";"M";"06";"REG";"PROV";2025-04;999
"LVB";"M";"55";"DEP";"D";2021-07;129
"LVB";"M";"46";"DEP";"D";2021-02;91
"LVB";"M";"28";"REG";"D";2021-04;2602
"LVB";"M";"61";"DEP";"D";2024-12;195
"LVB";"M";"74";"DEP";"PROV";2025-03;747
"LVB";"A";"50";"DEP";"D";2023;3938
"LVB";"M";"77";"DEP";"D";2022-08;1614
"LVB";"M";"35";"DEP";"D";2024-12;907
"LVB";"M";"02";"REG";"D";2023-12;295
"LVB";"M";"86";"DEP";"D";2021-01;291
"LVB";"A";"57";"DEP";"D";2018;10189
"LVB";"A";"75";"REG";"PROV";2025;46697
"LVB";"M";"02";"REG";"D";2023-07;265
"LVB";"M";"52";"REG";"PROV";2025-01;3078
"LVB";"M";"48";"DEP";"D";2022-12;34
"LVB";"M";"54";"DEP";"D";2021-09;611
"LVB_CUMR";"A";"57";"DEP";"D";2019;890
"LVB";"M";"62";"DEP";"D";2024-03;1141
"LVB_CUMR";"A";"33";"DEP";"D";2021;1303
"LVB";"M";"57";"DEP";"D";2024-03;750
"LVB";"M";"04";"REG";"D";2024-02;934
"LVB_CUMR";"A";"79";"DEP";"D";2017;263
"LVB";"A";"33";"DEP";"D";2021;17494
"LVB";"M";"59";"DEP";"D";2023-06;2330
"LVB";"M";"87";"DEP";"PROV";2025-09;243
"LVB_CUMR";"A";"46";"DEP";"D";2021;102
"LVB";"M";"76";"REG";"D";2023-12;4185
"LVB";"M";"78";"DEP";"D";2023-05;1467
"LVB";"M";"52";"DEP";"D";2021-01;107
"LVB_CUMR";"A";"32";"REG";"D";2017;6034
"LVB";"M";"66";"DEP";"D";2022-10;374
"LVB";"M";"11";"REG";"D";2021-10;14961
"LVB";"A";"76";"REG";"D";2024;50987
"LVB";"M";"87";"DEP";"PROV";2026-01;265
"LVB";"M";"02";"REG";"PROV";2025-02;226
"LVB_CUMR";"A";"31";"DEP";"D";2019;1252
"LVB";"M";"56";"DEP";"D";2022-08;625
"LVB";"M";"74";"DEP";"D";2021-10;862
"LVB";"M";"46";"DEP";"PROV";2025-09;94
"LVB";"M";"66";"DEP";"D";2024-01;346
"LVB";"M";"54";"DEP";"D";2021-03;578
"LVB";"M";"28";"REG";"D";2023-10;2628
"LVB";"M";"93";"REG";"D";2021-03;4448
"LVB";"M";"87";"DEP";"D";2024-07;279
"LVB";"M";"03";"REG";"PROV";2025-07;534
"LVB";"M";"77";"DEP";"D";2022-07;1595
"LVB";"M";"45";"DEP";"PROV";2026-01;630
"LVB";"M";"53";"DEP";"D";2024-04;218
"LVB_CUMR";"A";"31";"DEP";"D";2021;1127
"LVB";"M";"64";"DEP";"D";2022-10;522
"LVB";"M";"59";"DEP";"D";2021-09;2623
"LVB_CUMR";"A";"33";"DEP";"D";2017;1382
"LVB";"M";"76";"REG";"D";2022-02;4366
"LVB";"M";"44";"REG";"PROV";2025-04;3581
"LVB";"M";"89";"DEP";"PROV";2025-03;218
"LVB";"A";"53";"DEP";"D";2017;3012
"LVB";"M";"02";"REG";"D";2021-08;332
"LVB";"M";"47";"DEP";"D";2021-04;226
"LVB";"A";"77";"DEP";"D";2024;17109
"LVB";"M";"59";"DEP";"D";2021-01;2239
"LVB";"A";"35";"DEP";"D";2018;11656
"LVB";"M";"61";"DEP";"D";2022-10;214
"LVB";"M";"55";"DEP";"D";2021-09;127
"LVB";"M";"84";"REG";"D";2023-09;6528
"LVB";"M";"74";"DEP";"D";2022-12;773
"LVB";"M";"44";"REG";"D";2021-08;4605
"LVB";"M";"53";"DEP";"D";2021-03;245
"LVB";"M";"89";"DEP";"PROV";2025-08;221
"LVB";"M";"02";"REG";"D";2021-12;336
"LVB";"M";"43";"DEP";"D";2022-01;154
"LVB";"M";"65";"DEP";"D";2024-09;148
"LVB";"M";"31";"DEP";"PROV";2025-04;1176
"LVB";"M";"53";"REG";"D";2023-12;2184
"LVB";"A";"59";"DEP";"D";2021;30010
"LVB";"M";"48";"DEP";"PROV";2025-06;32
"LVB";"M";"75";"DEP";"D";2021-06;2180
"LVB";"A";"52";"REG";"D";2018;39739
"LVB_CUMR";"A";"86";"DEP";"D";2020;352
"LVB";"A";"01";"REG";"PROV";2025;3389
"LVB";"M";"46";"DEP";"D";2024-05;88
"LVB_CUMR";"A";"34";"DEP";"D";2016;1065
"LVB";"M";"73";"DEP";"D";2024-12;330
"LVB";"M";"65";"DEP";"D";2024-11;126
"LVB";"M";"57";"DEP";"PROV";2025-05;710
"LVB";"M";"76";"REG";"D";2023-01;4400
"LVB";"M";"11";"REG";"D";2021-07;14842
"LVB_CUMR";"A";"50";"DEP";"D";2017;319
"LVB_CUMR";"A";"27";"REG";"D";2021;1870
"LVB";"M";"90";"DEP";"PROV";2025-01;102
"LVB";"A";"62";"DEP";"D";2017;16604
"LVB";"M";"78";"DEP";"D";2021-02;1300
"LVB";"M";"47";"DEP";"PROV";2025-07;240
"LVB";"M";"33";"DEP";"D";2023-01;1273
"LVB";"M";"55";"DEP";"D";2021-06;130
"LVB";"A";"54";"DEP";"D";2018;7139
"LVB";"A";"93";"REG";"D";2022;54985
"LVB";"A";"79";"DEP";"D";2017;3389
"LVB";"M";"01";"REG";"D";2021-09;407
"LVB";"M";"32";"REG";"D";2023-06;5009
"LVB_CUMR";"A";"51";"DEP";"D";2020;549
"LVB";"A";"65";"DEP";"D";2019;1824
"LVB";"M";"86";"DEP";"D";2023-12;317
"LVB";"M";"55";"DEP";"D";2021-05;121
"LVB";"M";"34";"DEP";"PROV";2025-01;936
"LVB";"M";"42";"DEP";"PROV";2025-02;500
"LVB";"M";"73";"DEP";"D";2022-03;359
"LVB";"M";"01";"REG";"D";2022-12;386
"LVB";"M";"32";"REG";"D";2021-09;5775
"LVB";"A";"03";"REG";"D";2024;6849
"LVB_CUMR";"A";"86";"DEP";"PROV";2025;301
"LVB";"M";"50";"DEP";"PROV";2025-12;310
"LVB";"M";"62";"DEP";"D";2022-07;1350
"LVB";"M";"94";"REG";"D";2023-08;221
"LVB";"M";"58";"DEP";"PROV";2025-08;98
"LVB";"M";"64";"DEP";"D";2021-12;543
"LVB";"A";"35";"DEP";"PROV";2025;10602
"LVB";"M";"46";"DEP";"D";2023-12;67
"LVB_CUMR";"A";"76";"DEP";"PROV";2025;989
"LVB_CUMR";"A";"89";"DEP";"D";2020;253
"LVB";"M";"46";"DEP";"D";2021-11;124
"LVB_CUMR";"A";"32";"REG";"D";2022;5389
"LVB";"A";"01";"REG";"D";2024;3608
"LVB";"M";"54";"DEP";"D";2022-07;601
"LVB_CUMR";"A";"76";"REG";"D";2018;4854
"LVB";"M";"74";"DEP";"D";2021-02;648
"LVB_CUMR";"A";"63";"DEP";"D";2018;561
"LVB";"A";"57";"DEP";"D";2022;9346
"LVB";"M";"32";"DEP";"D";2024-02;114
"LVB";"A";"46";"DEP";"D";2022;1186
"LVB_CUMR";"A";"03";"REG";"PROV";2025;550
"LVB_CUMR";"A";"28";"REG";"PROV";2025;2425
"LVB";"M";"87";"DEP";"D";2022-07;295
"LVB";"A";"49";"DEP";"D";2019;8483
"LVB";"M";"74";"DEP";"D";2021-11;831
"LVB";"M";"75";"REG";"D";2021-07;4896
"LVB";"M";"01";"REG";"D";2023-06;298
"LVB_CUMR";"A";"28";"REG";"D";2017;2814
"LVB_CUMR";"A";"65";"DEP";"PROV";2026;129
"LVB";"M";"32";"REG";"D";2024-03;4836
"LVB";"M";"87";"DEP";"D";2023-02;273
"LVB";"M";"55";"DEP";"PROV";2025-04;101
"LVB_CUMR";"A";"30";"DEP";"D";2024;504
"LVB";"M";"45";"DEP";"D";2024-05;600
"LVB";"M";"84";"REG";"D";2022-07;7641
"LVB";"M";"61";"DEP";"PROV";2025-11;167
"LVB_CUMR";"A";"78";"DEP";"D";2016;1528
"LVB";"M";"06";"REG";"D";2023-06;964
"LVB";"M";"49";"DEP";"D";2024-04;628
"LVB";"A";"59";"DEP";"D";2023;27488
"LVB";"M";"24";"REG";"D";2022-04;1996
"LVB";"M";"85";"DEP";"D";2023-07;464
"LVB";"M";"02";"REG";"D";2024-07;246
"LVB";"M";"48";"DEP";"D";2023-07;54
"LVB";"M";"32";"DEP";"D";2023-12;114
"LVB";"M";"84";"REG";"D";2022-04;6573
"LVB";"M";"63";"DEP";"PROV";2025-06;439
"LVB";"M";"04";"REG";"D";2022-03;1306
"LVB";"M";"59";"DEP";"D";2024-06;2060
"LVB";"M";"28";"REG";"D";2023-09;2453
"LVB";"A";"48";"DEP";"D";2018;580
"LVB";"M";"76";"DEP";"D";2022-06;1178
"LVB";"M";"87";"DEP";"D";2021-02;228
"LVB";"M";"53";"DEP";"PROV";2025-01;233
"LVB";"M";"64";"DEP";"PROV";2025-09;449
"LVB";"M";"90";"DEP";"D";2024-01;76
"LVB";"M";"58";"DEP";"D";2022-02;128
"LVB";"M";"75";"REG";"D";2021-08;4900
"LVB";"M";"31";"DEP";"D";2021-01;1127
"LVB";"M";"32";"REG";"D";2023-05;5064
"LVB";"A";"24";"REG";"D";2016;27303
"LVB";"M";"43";"DEP";"PROV";2025-05;137
"LVB_CUMR";"A";"76";"DEP";"D";2021;1109
"LVB";"M";"49";"DEP";"D";2021-06;678
"LVB";"M";"61";"DEP";"D";2021-01;164
"LVB";"M";"35";"DEP";"D";2024-06;852
"LVB";"M";"58";"DEP";"D";2023-02;106
"LVB";"A";"79";"DEP";"D";2018;3381
"LVB";"M";"32";"REG";"D";2021-12;5872
"LVB_CUMR";"A";"34";"DEP";"D";2018;1083
"LVB_CUMR";"A";"90";"DEP";"D";2019;112
"LVB_CUMR";"A";"01";"REG";"D";2024;331
"LVB";"M";"75";"REG";"D";2024-02;3882
"LVB_CUMR";"A";"43";"DEP";"D";2016;156
"LVB";"M";"35";"DEP";"D";2023-08;940
"LVB";"M";"50";"DEP";"D";2021-04;329
"LVB";"M";"66";"DEP";"D";2022-06;365
"LVB";"M";"75";"DEP";"D";2021-03;2118
"LVB";"A";"58";"DEP";"D";2022;1507
"LVB";"M";"04";"REG";"PROV";2025-04;1036
"LVB";"M";"28";"REG";"D";2023-08;2672
"LVB";"A";"76";"REG";"D";2019;57666
"LVB";"M";"88";"DEP";"D";2024-02;205
"LVB";"M";"46";"DEP";"D";2023-09;94
"LVB";"M";"33";"DEP";"D";2022-03;1443
"LVB_CUMR";"A";"52";"DEP";"D";2022;102
"LVB";"M";"62";"DEP";"D";2021-06;1271
"LVB";"A";"52";"REG";"D";2016;40887
"LVB";"M";"06";"REG";"D";2022-09;779
"LVB";"M";"75";"DEP";"D";2022-05;2216
"LVB";"M";"44";"DEP";"D";2021-06;1325
"LVB";"M";"56";"DEP";"D";2023-05;556
"LVB";"M";"66";"DEP";"PROV";2026-01;326
"LVB";"M";"75";"REG";"D";2021-02;3676
"LVB";"M";"91";"DEP";"D";2021-03;1550
"LVB";"M";"34";"DEP";"D";2021-01;886
"LVB";"M";"53";"DEP";"D";2022-05;255
"LVB_CUMR";"A";"60";"DEP";"D";2023;752
"LVB";"M";"32";"REG";"D";2024-04;4701
"LVB";"M";"03";"REG";"PROV";2025-04;522
"LVB";"M";"78";"DEP";"D";2022-05;1598
"LVB";"M";"48";"DEP";"D";2023-09;47
"LVB";"M";"04";"REG";"D";2022-09;1040
"LVB";"A";"66";"DEP";"D";2021;4512
"LVB";"M";"77";"DEP";"PROV";2025-07;1459
"LVB";"A";"46";"DEP";"D";2016;1277
"LVB";"M";"53";"REG";"D";2023-06;2412
"LVB";"M";"60";"DEP";"D";2023-09;683
"LVB";"M";"52";"DEP";"D";2021-09;116
"LVB";"M";"03";"REG";"D";2021-06;656
"LVB";"M";"90";"DEP";"D";2021-10;119
"LVB";"M";"35";"DEP";"D";2023-02;844
"LVB_CUMR";"A";"59";"DEP";"D";2020;2565
"LVB";"M";"52";"REG";"D";2022-12;3167
"LVB_CUMR";"A";"61";"DEP";"D";2016;231
"LVB";"M";"44";"DEP";"D";2024-09;1205
"LVB";"M";"78";"DEP";"D";2024-08;1431
"LVB_CUMR";"A";"54";"DEP";"D";2016;624
"LVB";"M";"84";"REG";"D";2023-12;6493
"LVB_CUMR";"A";"89";"DEP";"D";2018;282
"LVB";"M";"59";"DEP";"D";2024-02;2155
"LVB";"M";"02";"REG";"D";2023-03;275
"LVB";"M";"86";"DEP";"PROV";2025-03;283
"LVB";"M";"31";"DEP";"D";2024-04;1219
"LVB";"M";"28";"REG";"D";2024-01;2446
"LVB";"M";"64";"DEP";"D";2023-11;468
"LVB";"M";"47";"DEP";"D";2023-01;230
"LVB";"M";"75";"DEP";"D";2021-02;1819
"LVB";"M";"53";"REG";"D";2021-04;2589
"LVB";"M";"53";"DEP";"PROV";2025-09;212
"LVB";"M";"76";"DEP";"D";2024-01;1044
"LVB_CUMR";"A";"57";"DEP";"PROV";2025;695
"LVB";"M";"06";"REG";"D";2023-11;684
"LVB";"A";"88";"DEP";"D";2019;3123
"LVB";"M";"75";"REG";"D";2021-05;4315
"LVB";"M";"78";"DEP";"PROV";2025-08;1401
"LVB";"M";"65";"DEP";"D";2021-05;143
"LVB";"M";"34";"DEP";"D";2023-11;919
"LVB_CUMR";"A";"27";"REG";"D";2022;2102
"LVB";"M";"61";"DEP";"PROV";2025-07;194
"LVB";"M";"45";"DEP";"D";2024-09;572
"LVB";"M";"65";"DEP";"D";2024-02;124
"LVB";"A";"91";"DEP";"D";2022;18309
"LVB";"M";"78";"DEP";"PROV";2025-06;1457
"LVB";"M";"49";"DEP";"D";2022-07;717
"LVB_CUMR";"A";"06";"REG";"D";2018;674
"LVB_CUMR";"A";"56";"DEP";"D";2024;466
"LVB_CUMR";"A";"51";"DEP";"D";2022;495
"LVB";"M";"84";"REG";"PROV";2025-04;6092
"LVB_CUMR";"A";"32";"DEP";"D";2020;125
"LVB";"M";"48";"DEP";"D";2023-04;36
"LVB";"M";"89";"DEP";"D";2022-01;249
"LVB";"M";"65";"DEP";"D";2022-11;169
"LVB";"M";"34";"DEP";"PROV";2025-08;931
"LVB_CUMR";"A";"28";"REG";"D";2023;2546
"LVB";"M";"04";"REG";"D";2022-07;1118
"LVB_CUMR";"A";"77";"DEP";"D";2019;1437
"LVB";"M";"55";"DEP";"D";2021-08;147
"LVB";"M";"50";"DEP";"D";2021-08;403
"LVB";"M";"84";"REG";"D";2024-11;6221
"LVB";"M";"45";"DEP";"PROV";2025-02;512
"LVB";"M";"89";"DEP";"D";2024-08;217
"LVB";"M";"03";"REG";"D";2021-12;765
"LVB";"M";"65";"DEP";"D";2022-03;144
"LVB";"M";"60";"DEP";"D";2021-07;812
"LVB";"M";"44";"REG";"D";2022-12;4237
"LVB";"M";"01";"REG";"D";2022-04;317
"LVB";"M";"33";"DEP";"D";2024-01;1320
"LVB";"M";"11";"REG";"PROV";2025-11;11986
"LVB";"A";"52";"DEP";"D";2018;1507
"LVB";"M";"47";"DEP";"D";2024-11;216
"LVB";"M";"77";"DEP";"PROV";2025-01;1386
"LVB";"A";"88";"DEP";"D";2021;3076
"LVB";"M";"93";"REG";"D";2022-02;4253
"LVB";"M";"31";"DEP";"PROV";2025-11;1155
"LVB";"A";"60";"DEP";"D";2024;8455
"LVB_CUMR";"A";"24";"REG";"D";2017;2160
"LVB";"M";"63";"DEP";"D";2024-11;415
"LVB_CUMR";"A";"44";"REG";"D";2019;4604
"LVB";"M";"58";"DEP";"D";2023-03;132
"LVB";"M";"87";"DEP";"D";2022-03;276
"LVB";"M";"50";"DEP";"D";2023-05;291
"LVB";"M";"35";"DEP";"D";2023-11;843
"LVB";"M";"01";"REG";"D";2023-10;370
"LVB_CUMR";"A";"43";"DEP";"D";2023;145
"LVB_CUMR";"A";"78";"DEP";"PROV";2026;1438
"LVB";"M";"94";"REG";"D";2021-11;263
"LVB";"M";"60";"DEP";"PROV";2025-08;693
"LVB";"M";"53";"DEP";"D";2021-07;265
"LVB";"M";"93";"REG";"D";2023-06;4401
"LVB";"A";"89";"DEP";"D";2018;3216
"LVB";"M";"28";"REG";"D";2022-09;2724
"LVB";"M";"63";"DEP";"D";2023-10;463
"LVB";"M";"76";"DEP";"D";2021-03;1070
"LVB";"A";"45";"DEP";"D";2022;7588
"LVB";"M";"32";"DEP";"PROV";2025-10;92
