Date référence;Numéro commune;Nom commune;RSA ou PPA;Nombre foyers RSA_PPA;Nombre personnes RSA_PPA
2024-12;17464;VERGNE;RSA seul;5;5
2024-12;17465;LA VERGNE;RSA seul;10;10
2024-12;17466;VERINES;RSA seul;10;20
2024-12;17467;VERVANT;RSA seul;5;15
2024-12;17470;VILLARS LES BOIS;RSA seul;0;0
2024-12;17473;VILLEMORIN;RSA seul;0;0
2024-12;17474;VILLENEUVE LA COMTESSE;RSA seul;15;20
2024-12;17476;VILLEXAVIER;RSA seul;5;10
2024-12;17477;VILLIERS COUTURE;RSA seul;5;10
2024-12;17479;VIROLLET;RSA seul;0;0
2024-12;18201;SAINT CAPRAIS;RSA seul;5;5
2024-12;19006;ALLEYRAT;RSA seul;0;0
2024-12;19010;ARGENTAT SUR DORDOGNE;RSA seul;20;40
2024-12;19015;AYEN;RSA seul;5;10
2024-12;19018;BASSIGNAC LE HAUT;RSA seul;0;0
2024-12;19019;BEAULIEU SUR DORDOGNE;RSA seul;15;20
2024-12;19023;BEYNAT;RSA seul;5;10
2024-12;19034;CAMPS SAINT MATHURIN LEOBAZEL;RSA seul;5;10
2024-12;19036;CHAMBERET;RSA seul;10;20
2024-12;19037;CHAMBOULIVE;RSA seul;5;20
2024-12;19038;CHAMEYRAT;RSA seul;5;10
2024-12;19040;CHAMPAGNAC LA PRUNE;RSA seul;0;0
2024-12;19041;CHANAC LES MINES;RSA seul;0;0
2024-12;19042;CHANTEIX;RSA seul;5;10
2024-12;19050;CHAUFFOUR SUR VELL;RSA seul;0;0
2024-12;19055;CHIRAC BELLEVUE;RSA seul;5;15
2024-12;19058;COMBRESSOL;RSA seul;0;0
2024-12;19059;CONCEZE;RSA seul;5;5
2024-12;19061;CORNIL;RSA seul;10;20
2024-12;19063;COSNAC;RSA seul;5;15
2024-12;19070;DARNETS;RSA seul;0;0
2024-12;19071;DAVIGNAC;RSA seul;5;5
2024-12;19074;L'EGLISE AUX BOIS;RSA seul;0;0
2024-12;19078;ESTIVAUX;RSA seul;0;0
2024-12;25093;BRETIGNEY;RSA seul;0;0
2024-12;25098;BUFFARD;RSA seul;0;0
2024-12;25101;BURGILLE;RSA seul;5;5
2024-12;25115;CHAMPAGNEY;RSA seul;0;0
2024-12;25119;CHAMPVANS LES MOULINS;RSA seul;5;5
2024-12;25121;CHAPELLE DES BOIS;RSA seul;0;0
2024-12;25148;LA CHENALOTTE;RSA seul;0;0
2024-12;25152;LA CHEVILLOTTE;RSA seul;0;0
2024-12;25156;PAYS DE CLERVAL;RSA seul;25;45
2024-12;25163;CORCELLE MIESLOT;RSA seul;0;0
2024-12;25173;COUR SAINT MAURICE;RSA seul;0;0
2024-12;25174;COURTEFONTAINE;RSA seul;0;0
2024-12;25182;CUBRY;RSA seul;0;0
2024-12;25184;CUSE ET ADRISANS;RSA seul;5;10
2024-12;25185;CUSSEY SUR LISON;RSA seul;0;0
2024-12;25186;CUSSEY SUR L OGNON;RSA seul;10;15
2024-12;25191;DAMPIERRE SUR LE DOUBS;RSA seul;5;5
2024-12;25194;DANNEMARIE;RSA seul;0;0
2024-12;25199;DESERVILLERS;RSA seul;0;0
2024-12;25200;DEVECEY;RSA seul;10;35
2024-12;25202;DOMPIERRE LES TILLEULS;RSA seul;0;0
2024-12;25216;ECURCEY;RSA seul;0;0
2024-12;25224;ETOUVANS;RSA seul;5;5
2024-12;25227;ETRAY;RSA seul;0;0
2024-12;25295;LES GRANGETTES;RSA seul;0;0
2024-12;25309;HOUTAUD;RSA seul;5;5
2024-12;25336;LIESLE;RSA seul;5;15
2024-12;25350;LOUGRES;RSA seul;0;0
2024-12;25365;MANCENANS;RSA seul;0;0
2024-12;25381;MISEREY SALINES;RSA seul;10;15
2024-12;25388;MONTBELIARD;RSA seul;1155;2545
2024-12;25393;MONTECHEROUX;RSA seul;10;20
2024-12;25394;MONTENOIS;RSA seul;15;30
2024-12;25395;MONTFAUCON;RSA seul;5;10
2024-12;25397;MONTFERRAND LE CHATEAU;RSA seul;25;60
2024-12;25400;MONTGESOYE;RSA seul;5;15
2024-12;25401;MONTIVERNAGE;RSA seul;5;5
2024-12;25403;MONTLEBON;RSA seul;5;10
2024-12;25406;MONTROND LE CHATEAU;RSA seul;5;10
2024-12;25410;MORRE;RSA seul;10;20
2024-12;25416;MYON;RSA seul;0;0
2024-12;25418;NANCRAY;RSA seul;5;5
2024-12;25422;NEUCHATEL URTIERE;RSA seul;0;0
2024-12;25424;LES PREMIERS SAPINS;RSA seul;5;10
2024-12;25430;OLLANS;RSA seul;0;0
2024-12;25433;ORGEANS BLANCHEFONTAINE;RSA seul;0;0
2024-12;25434;ORNANS;RSA seul;50;70
2024-12;25437;OSSE;RSA seul;0;0
2024-12;25438;OSSELLE ROUTELLE;RSA seul;5;10
2024-12;25439;OUGNEY DOUVOT;RSA seul;0;0
2024-12;25448;PELOUSEY;RSA seul;5;10
2024-12;25452;PIERREFONTAINE LES BLAMONT;RSA seul;10;15
2024-12;25467;POUILLEY LES VIGNES;RSA seul;10;10
2024-12;25468;POULIGNEY LUSANS;RSA seul;5;10
2024-12;25473;PUGEY;RSA seul;0;0
2024-12;25475;QUINGEY;RSA seul;15;45
2024-12;25477;RANCENAY;RSA seul;5;5
2024-12;25493;LA RIVIERE DRUGEON;RSA seul;0;0
2024-12;25505;ROUGEMONT;RSA seul;15;30
2024-12;25532;SAONE;RSA seul;20;35
2024-12;25537;SCEY MAISIERES;RSA seul;5;10
2024-12;25540;SEMONDANS;RSA seul;0;0
2024-12;25548;SOLEMONT;RSA seul;0;0
2024-12;25550;LA SOMMETTE;RSA seul;0;0
2024-12;25551;SOULCE CERNAY;RSA seul;0;0
2024-12;25553;SOYE;RSA seul;5;5
2024-12;25554;SURMONT;RSA seul;0;0
2024-12;25558;TARCENAY FOUCHERANS;RSA seul;5;5
2024-12;25575;VAIRE;RSA seul;5;5
2024-12;25591;VAUFREY;RSA seul;5;5
2024-12;25594;VELESMES ESSARTS;RSA seul;0;0
2024-12;25602;VERGRANNE;RSA seul;0;0
2024-12;26207;MONTMIRAL;RSA seul;10;10
2024-12;26208;MONTOISON;RSA seul;10;20
2024-12;26210;VALHERBASSE;RSA seul;10;15
2024-12;26211;MONTSEGUR SUR LAUZON;RSA seul;10;10
2024-12;26214;MORNANS;RSA seul;0;0
2024-12;26215;LA MOTTE CHALANCON;RSA seul;5;5
2024-12;26217;LA MOTTE FANJAS;RSA seul;0;0
2024-12;26226;LE PEGUE;RSA seul;0;0
2024-12;26228;PENNES LE SEC;RSA seul;5;5
2024-12;26232;PEYRUS;RSA seul;0;0
2024-12;26234;PIEGROS LA CLASTRE;RSA seul;10;15
2024-12;26236;PIERRELONGUE;RSA seul;5;5
2024-12;26241;LE POET CELARD;RSA seul;0;0
2024-12;26245;POMMEROL;RSA seul;0;0
2024-12;26249;PONT DE BARRET;RSA seul;5;10
2024-12;26250;PONT DE L ISERE;RSA seul;25;50
2024-12;26252;PORTES LES VALENCE;RSA seul;170;360
2024-12;26256;PROPIAC;RSA seul;0;0
2024-12;26257;PUYGIRON;RSA seul;0;0
2024-12;26258;PUY SAINT MARTIN;RSA seul;15;20
2024-12;26259;RATIERES;RSA seul;5;10
2024-12;26261;REAUVILLE;RSA seul;10;10
2024-12;26262;RECOUBEAU JANSAC;RSA seul;5;5
2024-12;26277;LA ROCHE SUR GRANE;RSA seul;5;5
2024-12;26281;ROMANS SUR ISERE;RSA seul;740;1440
2024-12;26289;SAILLANS;RSA seul;15;25
2024-12;26290;SAINT AGNAN EN VERCORS;RSA seul;5;5
2024-12;26291;SAINT ANDEOL;RSA seul;0;0
2024-12;26293;SAINT AVIT;RSA seul;5;5
2024-12;26299;SAINTE CROIX;RSA seul;0;0
2024-12;26300;SAINT DIZIER EN DIOIS;RSA seul;0;0
2024-12;26303;SAINTE EUPHEMIE SUR OUVEZE;RSA seul;0;0
2024-12;26304;SAINT FERREOL TRENTE PAS;RSA seul;0;0
2024-12;26306;SAINTE JALLE;RSA seul;5;5
2024-12;26308;SAINT JULIEN EN QUINT;RSA seul;5;5
2024-12;26310;SAINT LAURENT D ONAY;RSA seul;5;5
2024-12;26311;SAINT LAURENT EN ROYANS;RSA seul;10;10
2024-12;26312;SAINT MARCEL LES SAUZET;RSA seul;5;10
2024-12;26320;SAINT NAZAIRE EN ROYANS;RSA seul;10;15
2024-12;26322;SAINT PANTALEON LES VIGNES;RSA seul;0;0
2024-12;26323;SAINT PAUL LES ROMANS;RSA seul;5;10
2024-12;26327;SAINT ROMAN;RSA seul;5;10
2024-12;26329;SAINT SAUVEUR GOUVERNET;RSA seul;0;0
2024-12;26332;SAINT UZE;RSA seul;20;40
2024-12;26335;SALLES SOUS BOIS;RSA seul;0;0
2024-12;26336;SAOU;RSA seul;0;0
2024-12;26341;SERVES SUR RHONE;RSA seul;5;10
2024-12;26358;UPIE;RSA seul;10;15
2024-12;26364;VASSIEUX EN VERCORS;RSA seul;0;0
2024-12;26373;VESC;RSA seul;0;0
2024-12;26376;VILLEPERDRIX;RSA seul;5;5
2024-12;26382;SAINT VINCENT LA COMMANDERIE;RSA seul;5;10
2024-12;27002;ACON;RSA seul;5;5
2024-12;27004;AIGLEVILLE;RSA seul;0;0
2024-12;27009;AMBENAY;RSA seul;10;30
2024-12;27012;AMFREVILLE LES CHAMPS;RSA seul;0;0
2024-12;27014;AMFREVILLE SUR ITON;RSA seul;5;5
2024-12;27016;LES ANDELYS;RSA seul;170;375
2024-12;27019;ARMENTIERES SUR AVRE;RSA seul;5;5
2024-12;27021;ASNIERES;RSA seul;5;5
2024-12;27022;LE VAL D HAZEY;RSA seul;70;130
2024-12;27025;AUTHEUIL AUTHOUILLET;RSA seul;5;5
2024-12;27026;AUTHEVERNES;RSA seul;0;0
2024-12;27027;LES AUTHIEUX;RSA seul;0;0
2024-12;27032;CHAMBOIS;RSA seul;5;15
2024-12;27036;BALINES;RSA seul;5;5
2024-12;27279;GASNY;RSA seul;45;100
2024-12;27284;GISORS;RSA seul;305;645
2024-12;27299;GRAVIGNY;RSA seul;65;140
2024-12;27300;GROSLEY SUR RISLE;RSA seul;5;10
2024-12;27304;GUERNY;RSA seul;5;5
2024-12;27311;HARCOURT;RSA seul;10;20
2024-12;27316;HAUVILLE;RSA seul;5;5
2024-12;27322;LA HAYE MALHERBE;RSA seul;10;15
2024-12;27323;LA HAYE SAINT SYLVESTRE;RSA seul;0;0
2024-12;27324;HEBECOURT;RSA seul;10;15
2024-12;27325;HECMANVILLE;RSA seul;0;0
2024-12;27331;HEUBECOURT HARICOURT;RSA seul;5;5
2024-12;27339;HONDOUVILLE;RSA seul;5;10
2024-12;27341;L'HOSMES;RSA seul;0;0
2024-12;27347;HUEST;RSA seul;5;5
2024-12;27351;INCARVILLE;RSA seul;10;15
2024-12;27355;IVRY LA BATAILLE;RSA seul;40;65
2024-12;27360;JUMELLES;RSA seul;0;0
2024-12;27361;LA LANDE SAINT LEGER;RSA seul;0;0
2024-12;27377;LYONS LA FORET;RSA seul;5;10
2024-12;27379;MAINNEVILLE;RSA seul;5;20
2024-12;27381;MALOUY;RSA seul;0;0
2024-12;27384;MANNEVILLE LA RAOULT;RSA seul;0;0
2024-12;27386;LE MANOIR;RSA seul;25;55
2024-12;27389;MARBEUF;RSA seul;5;15
2024-12;27391;MARCILLY SUR EURE;RSA seul;15;20
2024-12;27394;MARTOT;RSA seul;5;10
2024-12;27403;LE MESNIL JOURDAIN;RSA seul;0;0
2024-12;28074;LA CHAPELLE D AUNAINVILLE;RSA seul;0;0
2024-12;28095;CHAUFFOURS;RSA seul;0;0
2024-12;28105;COMBRES;RSA seul;10;15
2024-12;28110;LE COUDRAY;RSA seul;25;45
2024-12;28111;COUDRAY AU PERCHE;RSA seul;5;5
2024-12;28116;COURVILLE SUR EURE;RSA seul;30;75
2024-12;28137;ECROSNES;RSA seul;5;5
2024-12;28143;ESCORPAIN;RSA seul;0;0
2024-12;28147;FAVIERES;RSA seul;0;0
2024-12;28158;FONTENAY SUR EURE;RSA seul;0;0
2024-12;28160;FRANCOURVILLE;RSA seul;5;5
2024-12;28162;FRESNAY LE COMTE;RSA seul;5;10
2024-12;28170;GARANCIERES EN DROUAIS;RSA seul;0;0
2024-12;28199;JANVILLE EN BEAUCE;RSA seul;20;35
2024-12;28203;LANDELLES;RSA seul;5;5
2024-12;28208;LEVAINVILLE;RSA seul;0;0
2024-12;28211;LOGRON;RSA seul;5;15
2024-12;28216;LOUVILLIERS EN DROUAIS;RSA seul;0;0
2024-12;28249;MEVOISINS;RSA seul;5;5
2024-12;28256;MOLEANS;RSA seul;0;0
2024-12;28260;MONTHARVILLE;RSA seul;0;0
2024-12;28264;MONTIREAU;RSA seul;0;0
2024-12;16295;SAINT AMANT DE BOIXE;RSA seul;15;25
2024-12;16298;SAINT AMANT DE NOUERE;RSA seul;5;5
2024-12;16302;SAINT AVIT;RSA seul;5;5
2024-12;16310;SAINT COUTANT;RSA seul;0;0
2024-12;16317;SAINT FRAIGNE;RSA seul;5;5
2024-12;16320;SAINT GENIS D HIERSAC;RSA seul;5;10
2024-12;16326;SAINT GROUX;RSA seul;0;0
2024-12;16329;SAINT LAURENT DE CERIS;RSA seul;15;35
2024-12;16331;SAINT LAURENT DES COMBES;RSA seul;5;5
2024-12;16335;SAINT MARTIN DU CLOCHER;RSA seul;5;5
2024-12;16337;SAINT MAURICE DES LIONS;RSA seul;15;25
2024-12;16343;SAINT PREUIL;RSA seul;0;0
2024-12;16346;SAINT QUENTIN DE CHALAIS;RSA seul;5;5
2024-12;16348;SAINT SATURNIN;RSA seul;10;15
2024-12;16349;SAINTE SEVERE;RSA seul;0;0
2024-12;16353;SAINT SORNIN;RSA seul;10;15
2024-12;16361;SALLES DE VILLEFAGNAN;RSA seul;5;10
2024-12;16362;SALLES LAVALETTE;RSA seul;5;5
2024-12;16363;SAULGOND;RSA seul;5;15
2024-12;16365;SAUVIGNAC;RSA seul;0;0
2024-12;16369;SIGOGNE;RSA seul;5;5
2024-12;16372;SOUFFRIGNAC;RSA seul;0;0
2024-12;16374;SOYAUX;RSA seul;415;1075
2024-12;16382;TORSAC;RSA seul;5;5
2024-12;16384;TOUVERAC;RSA seul;5;10
2024-12;16385;TOUVRE;RSA seul;5;10
2024-12;16388;TROIS PALIS;RSA seul;10;20
2024-12;16389;TURGON;RSA seul;0;0
2024-12;16393;VARS;RSA seul;30;65
2024-12;16394;VAUX LAVALETTE;RSA seul;0;0
2024-12;16395;VAUX ROUILLAC;RSA seul;5;5
2024-12;16396;VENTOUSE;RSA seul;0;0
2024-12;16397;VERDILLE;RSA seul;5;15
2024-12;16398;VERNEUIL;RSA seul;0;0
2024-12;16403;LE VIEUX CERIER;RSA seul;0;0
2024-12;16404;VIEUX RUFFEC;RSA seul;0;0
2024-12;16415;VINDELLE;RSA seul;10;20
2024-12;16418;VOEUIL ET GIGET;RSA seul;10;10
2024-12;16419;VOUHARTE;RSA seul;5;10
2024-12;17013;ANTEZANT LA CHAPELLE;RSA seul;5;5
2024-12;17017;ARCHINGEAY;RSA seul;5;20
2024-12;17019;ARS EN RE;RSA seul;5;10
2024-12;17020;ARTHENAC;RSA seul;0;0
2024-12;17033;LA BARDE;RSA seul;5;5
2024-12;17037;BEAUVAIS SUR MATHA;RSA seul;25;45
2024-12;17045;BEURLAY;RSA seul;10;20
2024-12;17046;BIGNAY;RSA seul;5;10
2024-12;17050;BOIS;RSA seul;5;5
2024-12;17052;BOISREDON;RSA seul;5;10
2024-12;17059;BOURGNEUF;RSA seul;10;10
2024-12;17066;BRIE SOUS ARCHIAC;RSA seul;0;0
2024-12;17072;BURIE;RSA seul;15;35
2024-12;17075;CABARIOT;RSA seul;15;15
2024-12;17082;CHAMPAGNAC;RSA seul;10;15
2024-12;17086;CHANIERS;RSA seul;30;45
2024-12;17106;CIERZAC;RSA seul;0;0
2024-12;17117;CONTRE;RSA seul;0;0
2024-12;17120;CORME ROYAL;RSA seul;20;35
2024-12;17130;COUX;RSA seul;0;0
2024-12;17142;DOMPIERRE SUR MER;RSA seul;55;95
2024-12;17160;FLOIRAC;RSA seul;0;0
2024-12;17162;FONTAINE CHALENDRAY;RSA seul;5;5
2024-12;17234;MIGRE;RSA seul;5;5
2024-12;17235;MIGRON;RSA seul;10;20
2024-12;17241;MONTGUYON;RSA seul;40;100
2024-12;17242;MONTILS;RSA seul;5;5
2024-12;17246;MORAGNE;RSA seul;5;5
2024-12;17253;MURON;RSA seul;30;60
2024-12;17254;NACHAMPS;RSA seul;5;5
2024-12;17256;NANTILLE;RSA seul;0;0
2024-12;17260;NEUVICQ;RSA seul;0;0
2024-12;17261;NEUVICQ LE CHATEAU;RSA seul;5;5
2024-12;17262;NIEUL LES SAINTES;RSA seul;10;15
2024-12;17264;NIEUL SUR MER;RSA seul;50;80
2024-12;17269;ORIGNOLLES;RSA seul;10;15
2024-12;17270;OZILLAC;RSA seul;5;15
2024-12;17484;PORT DES BARQUES;RSA seul;20;40
2024-12;18003;LES AIX D ANGILLON;RSA seul;20;40
2024-12;18004;ALLOGNY;RSA seul;5;10
2024-12;18008;ARCAY;RSA seul;0;0
2024-12;18009;ARCOMPS;RSA seul;5;5
2024-12;18013;ARPHEUILLES;RSA seul;5;10
2024-12;18021;BANNEGON;RSA seul;0;0
2024-12;23063;CLAIRAVAUX;RSA seul;0;0
2024-12;23066;LE COMPAS;RSA seul;0;0
2024-12;23067;LA COURTINE;RSA seul;5;10
2024-12;23069;CROCQ;RSA seul;5;5
2024-12;23073;DONTREIX;RSA seul;5;5
2024-12;23076;EVAUX LES BAINS;RSA seul;15;25
2024-12;23077;FAUX LA MONTAGNE;RSA seul;10;15
2024-12;23078;FAUX MAZURAS;RSA seul;5;15
2024-12;23086;FRANSECHES;RSA seul;0;0
2024-12;23089;GENOUILLAC;RSA seul;10;15
2024-12;23091;GIOUX;RSA seul;0;0
2024-12;23095;LE GRAND BOURG;RSA seul;5;15
2024-12;23096;GUERET;RSA seul;385;745
2024-12;23100;JARNAGES;RSA seul;0;0
2024-12;23102;LADAPEYRE;RSA seul;0;0
2024-12;23106;LEPAUD;RSA seul;5;5
2024-12;23117;MAISON FEYNE;RSA seul;0;0
2024-12;23118;MAISONNISSES;RSA seul;0;0
2024-12;23122;MANSAT LA COURRIERE;RSA seul;0;0
2024-12;23128;MAZEIRAT;RSA seul;0;0
2024-12;23131;MERINCHAL;RSA seul;10;10
2024-12;23140;MOUTIER ROZEILLE;RSA seul;5;10
2024-12;23147;NOUZEROLLES;RSA seul;0;0
2024-12;23152;PIERREFITTE;RSA seul;5;5
2024-12;23160;RETERRE;RSA seul;0;0
2024-12;23162;ROCHES;RSA seul;5;5
2024-12;23164;ROUGNAT;RSA seul;5;15
2024-12;23172;LA SERRE BUSSIERE VIEILLE;RSA seul;0;0
2024-12;23173;SOUBREBOST;RSA seul;0;0
2024-12;23181;SAINT AMAND JARTOUDEIX;RSA seul;0;0
2024-12;23185;SAINT CHABRAIS;RSA seul;5;5
2024-12;23189;SAINT DIZIER MASBARAUD;RSA seul;10;25
2024-12;23190;SAINT DOMET;RSA seul;0;0
2024-12;23192;FURSAC;RSA seul;20;30
2024-12;23197;SAINT GEORGES LA POUGE;RSA seul;5;10
2024-12;23200;SAINT GOUSSAUD;RSA seul;5;5
2024-12;23205;SAINT JUNIEN LA BREGERE;RSA seul;5;5
2024-12;23206;SAINT LAURENT;RSA seul;5;10
2024-12;23216;SAINT MARTIN CHATEAU;RSA seul;0;0
2024-12;23218;SAINT MAURICE PRES CROCQ;RSA seul;5;10
2024-12;23220;SAINT MEDARD LA ROCHETTE;RSA seul;5;10
2024-12;23232;SAINT PIERRE BELLEVUE;RSA seul;0;0
2024-12;23234;SAINT PRIEST;RSA seul;0;0
2024-12;23245;SAINT SULPICE LE GUERETOIS;RSA seul;10;25
2024-12;23246;SAINT SULPICE LES CHAMPS;RSA seul;5;5
2024-12;23247;SAINT VAURY;RSA seul;15;35
2024-12;23260;VIDAILLAT;RSA seul;0;0
2024-12;23263;VILLARD;RSA seul;0;0
2024-12;24002;AGONAC;RSA seul;10;15
2024-12;24008;ANGOISSE;RSA seul;10;25
2024-12;24010;ANNESSE ET BEAULIEU;RSA seul;10;25
2024-12;24011;ANTONNE ET TRIGONANT;RSA seul;10;15
2024-12;24012;ARCHIGNAC;RSA seul;0;0
2024-12;24014;AUBAS;RSA seul;5;5
2024-12;24015;AUDRIX;RSA seul;5;15
2024-12;24016;AUGIGNAC;RSA seul;15;25
2024-12;24020;LA BACHELLERIE;RSA seul;5;10
2024-12;24021;BADEFOLS D ANS;RSA seul;5;15
2024-12;24022;BADEFOLS SUR DORDOGNE;RSA seul;5;5
2024-12;24025;BARS;RSA seul;5;10
2024-12;24027;BAYAC;RSA seul;0;0
2024-12;24029;BEAUPOUYET;RSA seul;5;15
2024-12;24030;BEAUREGARD DE TERRASSON;RSA seul;10;20
2024-12;24035;PAYS DE BELVES;RSA seul;25;40
2024-12;24036;BERBIGUIERES;RSA seul;0;0
2024-12;24037;BERGERAC;RSA seul;775;1530
2024-12;24038;BERTRIC BUREE;RSA seul;5;5
2024-12;24039;BESSE;RSA seul;0;0
2024-12;24043;BIRON;RSA seul;0;0
2024-12;24063;BOUZIC;RSA seul;0;0
2024-12;24068;LE BUISSON DE CADOUIN;RSA seul;25;40
2024-12;24076;CAMPAGNE;RSA seul;5;5
2024-12;24077;CAMPSEGRET;RSA seul;5;15
2024-12;24080;CAPDROT;RSA seul;0;0
2024-12;24081;CARLUX;RSA seul;15;15
2024-12;24082;CARSAC AILLAC;RSA seul;15;20
2024-12;24085;LA CASSAGNE;RSA seul;0;0
2024-12;24087;CASTELS ET BEZENAC;RSA seul;10;10
2024-12;24095;CHALAIS;RSA seul;5;5
2024-12;24104;CHANTERAC;RSA seul;5;20
2024-12;24108;LA CHAPELLE GONAGUET;RSA seul;5;5
2024-12;24116;CHATRES;RSA seul;0;0
2024-12;24123;CLERMONT DE BEAUREGARD;RSA seul;0;0
2024-12;24124;CLERMONT D EXCIDEUIL;RSA seul;0;0
2024-12;24131;CONNEZAC;RSA seul;0;0
2024-12;24133;LA COQUILLE;RSA seul;15;20
2024-12;24135;CORNILLE;RSA seul;5;15
2024-12;24136;COUBJOURS;RSA seul;0;0
2024-12;24137;COULAURES;RSA seul;10;15
2024-12;24140;COURS DE PILE;RSA seul;15;25
2024-12;24143;COUZE ET SAINT FRONT;RSA seul;10;25
2024-12;24151;DOISSAT;RSA seul;5;5
2024-12;24155;DOUVILLE;RSA seul;5;20
2024-12;24157;DOUZILLAC;RSA seul;10;15
2024-12;24158;DUSSAC;RSA seul;5;5
2024-12;24164;EXCIDEUIL;RSA seul;20;30
2024-12;24172;LES EYZIES;RSA seul;20;35
2024-12;24174;FANLAC;RSA seul;0;0
2024-12;24179;LA FEUILLADE;RSA seul;0;0
2024-12;24182;LE FLEIX;RSA seul;30;55
2024-12;24183;FLEURAC;RSA seul;10;10
2024-12;24192;GABILLOU;RSA seul;0;0
2024-12;24197;GINESTET;RSA seul;5;5
2024-12;24199;GOUT ROSSIGNOL;RSA seul;5;5
2024-12;24212;ISSIGEAC;RSA seul;15;15
2024-12;24220;LACROPTE;RSA seul;5;5
2024-12;30303;SAINT VICTOR DE MALCAP;RSA seul;15;30
2024-12;30304;SALAZAC;RSA seul;5;10
2024-12;31030;AUSSEING;RSA seul;0;0
2024-12;31035;AUZEVILLE TOLOSANE;RSA seul;35;60
2024-12;31043;BALESTA;RSA seul;0;0
2024-12;31048;BAZIEGE;RSA seul;20;30
2024-12;31077;LE BORN;RSA seul;5;10
2024-12;31095;CABANAC CAZAUX;RSA seul;0;0
2024-12;31098;CADOURS;RSA seul;10;15
2024-12;31107;CARBONNE;RSA seul;120;245
2024-12;31114;CASTELBIAGUE;RSA seul;5;5
2024-12;31118;CASTELNAU D ESTRETEFONDS;RSA seul;65;115
2024-12;31268;LALOURET LAFFITEAU;RSA seul;0;0
2024-12;31283;LAUTIGNAC;RSA seul;5;5
2024-12;31286;LAVELANET DE COMMINGES;RSA seul;10;15
2024-12;31304;LOUBENS LAURAGAIS;RSA seul;5;5
2024-12;31323;MARTRES DE RIVIERE;RSA seul;5;10
2024-12;31346;MIREPOIX SUR TARN;RSA seul;10;15
2024-12;31348;MONCAUP;RSA seul;0;0
2024-12;31421;PINS JUSTARET;RSA seul;50;90
2024-12;31487;SAINT IGNAN;RSA seul;0;0
2024-12;31490;SAINT JORY;RSA seul;200;490
2024-12;31492;SAINT JULIEN SUR GARONNE;RSA seul;5;10
2024-12;31496;SAINTE LIVRADE;RSA seul;5;5
2024-12;31500;SAINT MAMET;RSA seul;5;5
2024-12;31518;SAINT THOMAS;RSA seul;0;0
2024-12;31535;SAUVETERRE DE COMMINGES;RSA seul;5;10
2024-12;31578;VIGOULET AUZIL;RSA seul;5;5
2024-12;31592;LARRA;RSA seul;10;15
2024-12;32055;BIVES;RSA seul;0;0
2024-12;32058;BLOUSSON SERIAN;RSA seul;0;0
2024-12;32060;BOUCAGNERES;RSA seul;0;0
2024-12;32064;BRETAGNE D ARMAGNAC;RSA seul;5;10
2024-12;32075;CASSAIGNE;RSA seul;5;5
2024-12;32078;CASTELNAU D ARBIEU;RSA seul;0;0
2024-12;32089;CASTILLON MASSAS;RSA seul;0;0
2024-12;32090;CASTILLON SAVES;RSA seul;5;5
2024-12;32101;CERAN;RSA seul;5;5
2024-12;32103;CHELAN;RSA seul;0;0
2024-12;32106;COLOGNE;RSA seul;5;20
2024-12;32116;DUFFORT;RSA seul;5;5
2024-12;32118;DURBAN;RSA seul;0;0
2024-12;32119;EAUZE;RSA seul;50;70
2024-12;32122;ESCLASSAN LABASTIDE;RSA seul;5;5
2024-12;32132;FLEURANCE;RSA seul;130;270
2024-12;32135;FUSTEROUAU;RSA seul;0;0
2024-12;32150;GOUTZ;RSA seul;0;0
2024-12;32155;LE HOUGA;RSA seul;10;20
2024-12;32159;L'ISLE DE NOE;RSA seul;5;10
2024-12;32160;L'ISLE JOURDAIN;RSA seul;120;230
2024-12;32165;JUILLES;RSA seul;0;0
2024-12;32167;LAAS;RSA seul;0;0
2024-12;32173;LABRIHE;RSA seul;0;0
2024-12;32180;LAGRAULET DU GERS;RSA seul;10;10
2024-12;32191;LANNE SOUBIRAN;RSA seul;0;0
2024-12;32193;LAREE;RSA seul;0;0
2024-12;32199;LASSERRADE;RSA seul;5;5
2024-12;32200;LASSERAN;RSA seul;0;0
2024-12;32210;LIAS;RSA seul;5;10
2024-12;32215;LOUBERSAN;RSA seul;0;0
2024-12;32219;LUPIAC;RSA seul;5;10
2024-12;32221;LUSSAN;RSA seul;0;0
2024-12;32222;MAGNAN;RSA seul;5;10
2024-12;32231;MARAMBAT;RSA seul;0;0
2024-12;32233;MARCIAC;RSA seul;20;35
2024-12;32242;MASSEUBE;RSA seul;40;85
2024-12;32245;MAUMUSSON LAGUIAN;RSA seul;0;0
2024-12;32246;MAUPAS;RSA seul;0;0
2024-12;32252;MIELAN;RSA seul;25;35
2024-12;32257;MIRANNES;RSA seul;0;0
2024-12;32268;MONFERRAN SAVES;RSA seul;10;15
2024-12;32269;MONFORT;RSA seul;5;10
2024-12;32272;MONLAUR BERNET;RSA seul;0;0
2024-12;32277;MONTAMAT;RSA seul;0;0
2024-12;25264;GEMONVAL;RSA seul;0;0
2024-12;25265;GENEUILLE;RSA seul;10;15
2024-12;25271;GILLEY;RSA seul;5;10
2024-12;25279;GOUHELANS;RSA seul;5;5
2024-12;25285;GRAND COMBE CHATELEU;RSA seul;0;0
2024-12;25293;GRANGES NARBOZ;RSA seul;5;5
2024-12;25296;LES GRAS;RSA seul;5;5
